"","Forest","Community","Year","Site_Year_Code","Taxa_lvl1","Taxa_lvl2","Taxa_lvl5","Sampled_households","Est_Num_Community_Households","Sampled_Population","Est_Comm_Population","Most_Rep_Year","Conversion_Units_To_Pounds","Resource_Harvest_Units","Percent_Using","Percent_Attempting_to_Harvest","Percent_Harvesting","Percent_Receiving","Percent_Giving","Estimated_Total_Pounds_Harvested","Percapita_Pounds_Harvested","Number_Of_Resource_Harvested"
"565","Tongass","Klukwan","1983","Klukwan_1983","Land Mammals","Large Land Mammals","Moose",33,41,124,154.1,"No",400,"Ind.",0.24200001,0.576,0.091000006,0.152,0.061,1491,9.68,3
"566","Tongass","Klukwan","1996","Klukwan_1996","Land Mammals","Large Land Mammals","Moose",32,36,96,108,"Yes",400,"Ind.",0.645,0.19399999,0.065,0.613,0.065,929,8.33,2
"567","Tongass","Klukwan","2014","Klukwan_2014","Land Mammals","Large Land Mammals","Moose",24,32,48,64,"Yes",400,"Ind.",95.8,12.5,8.3,95.8,33.3,1066.6,16.666666,2
"568","Tongass","Klukwan","1996","Klukwan_1996","Land Mammals","Small Land Mammals","Unknown Hare",32,36,96,108,"Yes",2,"Ind.",0.065,0.065,0.065,0,0,5,0.05,3
"569","Tongass","Klukwan","2014","Klukwan_2014","Land Mammals","Small Land Mammals","Marten",24,32,48,64,"Yes",0,"Ind.",4.1,4.1,4.1,0,0,0,0,4
"570","Tongass","Klukwan","1996","Klukwan_1996","Land Mammals","Small Land Mammals","Porcupine",32,36,96,108,"Yes",6,"Ind.",0.065,0.065,0.065,0.065,0.032,14,0.13,2
"571","Tongass","Klukwan","2014","Klukwan_2014","Land Mammals","Small Land Mammals","Wolf",24,32,48,64,"Yes",0,"Ind.",4.1,4.1,4.1,0,0,0,0,1
"572","Tongass","Metlakatla","1987","Metlakatla_1987","Land Mammals","Large Land Mammals","Black Bear",64,418,255,1554.2,"Yes",58,"Ind.",0.06,NA,0.003,0.056999996,0.003,69,0.04,NA
"573","Tongass","Metlakatla","1987","Metlakatla_1987","Land Mammals","Large Land Mammals","Deer",64,418,255,1554.2,"Yes",80,"Ind.",0.69,NA,0.162,0.602,0.118999995,16546,10.65,NA
"574","Tongass","Metlakatla","1987","Metlakatla_1987","Land Mammals","Large Land Mammals","Goat",64,418,255,1554.2,"Yes",102,"Ind.",0.006,NA,0.003,0.003,0.003,121,0.08,NA
"575","Tongass","Meyers Chuck","1987","Meyers Chuck_1987","Land Mammals","Large Land Mammals","Deer",10,10,30,30,"Yes",80,"Ind.",0.8,NA,0.5,0.6,0,640,21.33,8
"576","Tongass","Meyers Chuck","1987","Meyers Chuck_1987","Land Mammals","Large Land Mammals","Moose",10,10,30,30,"Yes",400,"Ind.",0.1,NA,0.1,0,0.1,800,26.67,2
"577","Tongass","Naukati Bay","1998","Naukati Bay_1998","Land Mammals","Large Land Mammals","Black Bear",50,66,111,146.5,"Yes",58,"Ind.",0.32,0.18,0.16,0.18,0.06,766,5.23,10
"578","Tongass","Naukati Bay","1998","Naukati Bay_1998","Land Mammals","Large Land Mammals","Deer",50,66,111,146.5,"Yes",80,"Ind.",0.68,0.66,0.52,0.26,0.18,6653,45.41,63
"579","Tongass","Naukati Bay","1998","Naukati Bay_1998","Land Mammals","Small Land Mammals","Beaver",50,66,111,146.5,"Yes",8.75,"Ind.",0.08,0.04,0.04,0.04,0,12,0.08,17
"580","Tongass","Naukati Bay","1998","Naukati Bay_1998","Land Mammals","Small Land Mammals","Land Otter",50,66,111,146.5,"Yes",0,"Ind.",0.04,0.02,0.02,0.02,0,0,0,1
"581","Tongass","Naukati Bay","1998","Naukati Bay_1998","Land Mammals","Small Land Mammals","Marten",50,66,111,146.5,"Yes",0.5,"Ind.",0.06,0.06,0.06,0,0,0,0,68
"582","Tongass","Naukati Bay","1998","Naukati Bay_1998","Land Mammals","Small Land Mammals","Mink",50,66,111,146.5,"Yes",0,"Ind.",0.06,0.06,0.06,0,0,0,0,51
"583","Tongass","Naukati Bay","1998","Naukati Bay_1998","Land Mammals","Small Land Mammals","Weasel",50,66,111,146.5,"Yes",0,"Ind.",0.02,0.02,0.02,0,0,0,0,2
"584","Tongass","Pelican","1987","Pelican_1987","Land Mammals","Large Land Mammals","Deer",48,82,148,238.4,"Yes",80,"Ind.",0.905,NA,0.632,0.59099996,0.445,25250,105.47,NA
"585","Tongass","Pelican","1987","Pelican_1987","Land Mammals","Large Land Mammals","Moose",48,82,148,238.4,"Yes",400,"Ind.",0.159,NA,0.04,0.131,0.04,1308,5.46,NA
"586","Tongass","Petersburg","1987","Petersburg_1987","Land Mammals","Large Land Mammals","Black Bear",49,1123,166,3738.8,"No",58,"Ind.",0.053000003,NA,0.031,0.022,0.031,2020,0.54,NA
"587","Tongass","Petersburg","2000","Petersburg_2000","Land Mammals","Large Land Mammals","Black Bear",125,1070,344,2945,"Yes",58,"Ind.",0.032,0.024,0.008,0.024,0,496.48,0.16860466,1
"588","Tongass","Petersburg","2000","Petersburg_2000","Land Mammals","Large Land Mammals","Caribou",125,1070,344,2945,"Yes",130,"Ind.",0.032,0.008,0.008,0.024,0,2225.6,0.75581396,2
"589","Tongass","Petersburg","1987","Petersburg_1987","Land Mammals","Large Land Mammals","Deer",49,1123,166,3738.8,"No",80,"Ind.",0.699,NA,0.39400002,0.4,0.296,164250,43.93,NA
"590","Tongass","Petersburg","2000","Petersburg_2000","Land Mammals","Large Land Mammals","Deer",125,1070,344,2945,"Yes",80,"Ind.",0.4,0.344,0.192,0.22399999,0.08,40403.2,13.72093,59
"591","Tongass","Petersburg","2000","Petersburg_2000","Land Mammals","Large Land Mammals","Goat",125,1070,344,2945,"Yes",102,"Ind.",0.016,0.008,0.008,0.016,0,873.12,0.29651162,1
"592","Tongass","Petersburg","1987","Petersburg_1987","Land Mammals","Large Land Mammals","Moose",49,1123,166,3738.8,"No",400,"Ind.",0.274,NA,0.084,0.221,0.073,47672,12.75,NA
"593","Tongass","Petersburg","2000","Petersburg_2000","Land Mammals","Large Land Mammals","Moose",125,1070,344,2945,"Yes",400,"Ind.",0.256,0.168,0.016,0.248,0.016,6848,2.3255813,2
"594","Tongass","Petersburg","2000","Petersburg_2000","Land Mammals","Small Land Mammals","Beaver",125,1070,344,2945,"Yes",0,"Ind.",0.008,0.016,0.008,0.008,0.008,0,0,5
"595","Tongass","Petersburg","2000","Petersburg_2000","Land Mammals","Small Land Mammals","Land Otter",125,1070,344,2945,"Yes",0,"Ind.",0.016,0.016,0.008,0.008,0.008,0,0,12
"596","Tongass","Petersburg","2000","Petersburg_2000","Land Mammals","Small Land Mammals","Marten",125,1070,344,2945,"Yes",0,"Ind.",0.032,0.024,0.016,0.016,0.008,0,0,141
"597","Tongass","Petersburg","2000","Petersburg_2000","Land Mammals","Small Land Mammals","Mink",125,1070,344,2945,"Yes",0,"Ind.",0.016,0.024,0.016,0,0.008,0,0,6
"598","Tongass","Petersburg","2000","Petersburg_2000","Land Mammals","Small Land Mammals","Weasel",125,1070,344,2945,"Yes",0,"Ind.",0.008,0.008,0.008,0,0,0,0,6
"599","Tongass","Petersburg","2000","Petersburg_2000","Land Mammals","Small Land Mammals","Wolf",125,1070,344,2945,"Yes",0,"Ind.",0.016,0.024,0.016,0,0.008,0,0,10
"600","Tongass","Petersburg","2000","Petersburg_2000","Land Mammals","Small Land Mammals","Wolverine",125,1070,344,2945,"Yes",0,"Ind.",0.008,0.008,0.008,0,0,0,0,7
"601","Tongass","Point Baker","1987","Point Baker_1987","Land Mammals","Large Land Mammals","Black Bear",19,19,35,35,"No",58,"Ind.",0.316,NA,0.21100001,0.105,0.21100001,406,11.6,7
"602","Tongass","Point Baker","1996","Point Baker_1996","Land Mammals","Large Land Mammals","Black Bear",16,19,40,47.5,"Yes",58,"Ind.",0.25,0.063,0.063,0.188,0.063,69,1.45,1
"603","Tongass","Point Baker","1987","Point Baker_1987","Land Mammals","Large Land Mammals","Deer",19,19,35,35,"No",80,"Ind.",0.94699997,NA,0.632,0.52599996,0.368,3120,89.14,39
"604","Tongass","Point Baker","1996","Point Baker_1996","Land Mammals","Large Land Mammals","Deer",16,19,40,47.5,"Yes",80,"Ind.",0.938,0.75,0.5,0.56299996,0.25,2185,46,23
"605","Tongass","Port Alexander","1987","Port Alexander_1987","Land Mammals","Large Land Mammals","Black Bear",34,37,98,106.6,"Yes",58,"Ind.",0.06,NA,0.03,0.06,0.03,64,0.6,NA
"606","Tongass","Port Alexander","1987","Port Alexander_1987","Land Mammals","Large Land Mammals","Deer",34,37,98,106.6,"Yes",80,"Ind.",0.94,NA,0.65699995,0.64199996,0.59599996,11492,107.83,NA
"607","Tongass","Port Protection","1987","Port Protection_1987","Land Mammals","Large Land Mammals","Black Bear",25,27,54,58.3,"No",58,"Ind.",0.44,NA,0.04,0.44,0,63,1.08,1
"608","Tongass","Port Protection","1996","Port Protection_1996","Land Mammals","Large Land Mammals","Black Bear",25,40,25,97.5,"Yes",58,"Ind.",0.24,0.12,0.12,0.12,0.08,650,6.66,7
"609","Tongass","Port Protection","1987","Port Protection_1987","Land Mammals","Large Land Mammals","Deer",25,27,54,58.3,"No",80,"Ind.",0.84,NA,0.36,0.64,0.16,2333,40,27
"610","Tongass","Port Protection","1996","Port Protection_1996","Land Mammals","Large Land Mammals","Deer",25,40,25,97.5,"Yes",80,"Ind.",0.92,0.68,0.56,0.64,0.36,9216,94.43,72
"611","Tongass","Port Protection","1996","Port Protection_1996","Land Mammals","Small Land Mammals","Land Otter",25,40,25,97.5,"Yes",0,"Ind.",0.08,0.04,0.04,0.04,0,0,0,3
"612","Tongass","Port Protection","1996","Port Protection_1996","Land Mammals","Small Land Mammals","Marten",25,40,25,97.5,"Yes",0.5,"Ind.",0.04,0.04,0.04,0,0,0,0,5
"613","Tongass","Port Protection","1996","Port Protection_1996","Land Mammals","Small Land Mammals","Mink",25,40,25,97.5,"Yes",0,"Ind.",0.08,0.04,0.04,0.04,0,0,0,4
"614","Tongass","Saxman","1999","Saxman_1999","Land Mammals","Large Land Mammals","Black Bear",73,110,252,379.7,"Yes",58,"Ind.",0.08219178,0.02739726,0.01369863,0.06849315,0.05479452,263.389,0.46031746,3.0136986
"615","Tongass","Saxman","1987","Saxman_1987","Land Mammals","Large Land Mammals","Deer",36,76,127,258.7,"No",80,"Ind.",0.575,NA,0.23,0.42,0.113000005,4285,16.56,NA
"616","Tongass","Saxman","1999","Saxman_1999","Land Mammals","Large Land Mammals","Deer",73,110,252,379.7,"Yes",80,"Ind.",0.63013697,0.3561644,0.23287672,0.46575344,0.2739726,15803.34,27.619047,131.09589
"617","Tongass","Saxman","1999","Saxman_1999","Land Mammals","Large Land Mammals","Elk",73,110,252,379.7,"Yes",225,"Ind.",0.08219178,0.01369863,0.01369863,0.06849315,0.01369863,510.88385,0.89285713,1.5068493
"618","Tongass","Saxman","1987","Saxman_1987","Land Mammals","Large Land Mammals","Moose",36,76,127,258.7,"No",400,"Ind.",0.213,NA,0.033,0.17899999,0.033,1008,3.9,NA
"619","Tongass","Saxman","1999","Saxman_1999","Land Mammals","Small Land Mammals","Beaver",73,110,252,379.7,"Yes",0,"Ind.",0.01369863,0.01369863,0.01369863,0,0.01369863,0,0,1.5068493
"620","Tongass","Saxman","1999","Saxman_1999","Land Mammals","Small Land Mammals","Land Otter",73,110,252,379.7,"Yes",0,"Ind.",0.01369863,0.01369863,0.01369863,0,0.01369863,0,0,1.5068493
"621","Tongass","Saxman","1999","Saxman_1999","Land Mammals","Small Land Mammals","Marten",73,110,252,379.7,"Yes",0,"Ind.",0.01369863,0.01369863,0.01369863,0,0.01369863,0,0,1.5068493
"622","Tongass","Saxman","1999","Saxman_1999","Land Mammals","Small Land Mammals","Mink",73,110,252,379.7,"Yes",0,"Ind.",0.01369863,0.01369863,0.01369863,0,0.01369863,0,0,1.5068493
"623","Tongass","Saxman","1999","Saxman_1999","Land Mammals","Small Land Mammals","Muskrat",73,110,252,379.7,"Yes",0,"Ind.",0.01369863,0.01369863,0.01369863,0,0.01369863,0,0,1.5068493
"624","Tongass","Saxman","1999","Saxman_1999","Land Mammals","Small Land Mammals","Tree Squirrel",73,110,252,379.7,"Yes",0.5,"Ind.",0.01369863,0.01369863,0.01369863,0,0,2.2705948,0.003968254,3.0136986
"625","Tongass","Sitka","1987","Sitka_1987","Land Mammals","Large Land Mammals","Black Bear",296,2871,831,8060.7,"No",58,"Ind.",0.01,NA,0.01,0,0,1688,0.21,3
"626","Tongass","Sitka","1996","Sitka_1996","Land Mammals","Large Land Mammals","Black Bear",150,3053,431,8535,"No",58,"Ind.",0.033,0.016,0.016,0.017,0.0069999998,2170,0.25,NA
"627","Tongass","Sitka","2013","Sitka_2013","Land Mammals","Large Land Mammals","Brown Bear",212,2965,592,7873.2,"Yes",150,"Ind.",0.009,0.0069999998,0.0069999998,0.002,0,3251.8,0.413024,1
"628","Tongass","Sitka","1987","Sitka_1987","Land Mammals","Large Land Mammals","Deer",296,2871,831,8060.7,"No",80,"Ind.",0.382,NA,0.382,0,0,302619,37.54,390
"629","Tongass","Sitka","1996","Sitka_1996","Land Mammals","Large Land Mammals","Deer",150,3053,431,8535,"No",80,"Ind.",0.619,0.42700002,0.348,0.31,0.22,378669,44.37,NA
"630","Tongass","Sitka","2013","Sitka_2013","Land Mammals","Large Land Mammals","Deer",212,2965,592,7873.2,"Yes",80,"Ind.",0.56200004,0.36900002,0.259,0.35799998,0.213,200051.8,25.409096,189
"631","Tongass","Sitka","1987","Sitka_1987","Land Mammals","Large Land Mammals","Goat",296,2871,831,8060.7,"No",102,"Ind.",0.0069999998,NA,0.0069999998,0,0,1979,0.25,2
"632","Tongass","Sitka","1996","Sitka_1996","Land Mammals","Large Land Mammals","Goat",150,3053,431,8535,"No",102,"Ind.",0.055999998,0.047,0.027,0.027999999,0.024,8487,0.99,NA
"633","Tongass","Sitka","1987","Sitka_1987","Land Mammals","Large Land Mammals","Moose",296,2871,831,8060.7,"No",400,"Ind.",0.003,NA,0.003,0,0,3880,0.48,1
"634","Tongass","Sitka","1996","Sitka_1996","Land Mammals","Large Land Mammals","Moose",150,3053,431,8535,"No",400,"Ind.",0.123,0.045,0.027999999,0.098000005,0.040999997,44899,5.26,NA
"635","Tongass","Sitka","1996","Sitka_1996","Land Mammals","Small Land Mammals","Beaver",150,3053,431,8535,"No",8.75,"Ind.",0.0069999998,0.004,0.004,0.004,0,200,0.02,NA
"636","Tongass","Sitka","2013","Sitka_2013","Land Mammals","Small Land Mammals","Beaver",212,2965,592,7873.2,"Yes",8.75,"Ind.",0.017,0.017,0.017,0,0.0069999998,948.5,0.12046533,9
"637","Tongass","Sitka","2013","Sitka_2013","Land Mammals","Small Land Mammals","Land Otter",212,2965,592,7873.2,"Yes",0,"Ind.",0.009,0.009,0.009,0,0.0069999998,0,0,49
"638","Tongass","Sitka","1996","Sitka_1996","Land Mammals","Small Land Mammals","Marten",150,3053,431,8535,"No",0.5,"Ind.",0.0069999998,0.0069999998,0.0069999998,0,0,395,0.05,NA
"639","Tongass","Sitka","2013","Sitka_2013","Land Mammals","Small Land Mammals","Marten",212,2965,592,7873.2,"Yes",0.5,"Ind.",0.024,0.035,0.024,0.0069999998,0.0069999998,0,0,113
"640","Tongass","Sitka","2013","Sitka_2013","Land Mammals","Small Land Mammals","Mink",212,2965,592,7873.2,"Yes",0,"Ind.",0.019,0.019,0.019,0,0,0,0,50
"641","Tongass","Sitka","1996","Sitka_1996","Land Mammals","Small Land Mammals","Porcupine",150,3053,431,8535,"No",6,"Ind.",0.004,0.004,0.004,0,0,137,0.02,NA
"642","Tongass","Sitka","2013","Sitka_2013","Land Mammals","Small Land Mammals","Tree Squirrel",212,2965,592,7873.2,"Yes",0.5,"Ind.",0.0069999998,0.0069999998,0.0069999998,0,0,108.4,0.013767467,10
"643","Tongass","Sitka","1996","Sitka_1996","Land Mammals","Small Land Mammals","Unknown Squirrel",150,3053,431,8535,"No",0.5,"Ind.",0.012,0.012,0.012,0,0,13,0,NA
"644","Tongass","Sitka","2013","Sitka_2013","Land Mammals","Small Land Mammals","Weasel",212,2965,592,7873.2,"Yes",0,"Ind.",0.002,0.002,0.002,0,0,0,0,4
"645","Tongass","Skagway","1987","Skagway_1987","Land Mammals","Large Land Mammals","Black Bear",60,204,164,582.6,"Yes",58,"Ind.",0.040999997,NA,0.01,0.031,0.01,116,0.2,NA
"646","Tongass","Skagway","1987","Skagway_1987","Land Mammals","Large Land Mammals","Deer",60,204,164,582.6,"Yes",80,"Ind.",0.291,NA,0.056999996,0.255,0.031,1905,3.27,NA
"647","Tongass","Skagway","1987","Skagway_1987","Land Mammals","Large Land Mammals","Goat",60,204,164,582.6,"Yes",102,"Ind.",0.073,NA,0.005,0.068,0.005,102,0.18,NA
"648","Tongass","Tenakee Springs","1984","Tenakee Springs_1984","Land Mammals","Large Land Mammals","Deer",24,47,48,94,"No",80,"Ind.",0.833,0.5,0.5,0.583,0.417,6110,65,39
"649","Tongass","Tenakee Springs","1987","Tenakee Springs_1987","Land Mammals","Large Land Mammals","Deer",31,44,66,94.7,"Yes",80,"Ind.",0.871,NA,0.548,0.45200002,0.38599998,12826,135.48,NA
"650","Tongass","Tenakee Springs","1984","Tenakee Springs_1984","Land Mammals","Small Land Mammals","Marten",24,47,48,94,"No",0,"Ind.",0.042,0.042,0.042,0,0,0,0,5
"651","Tongass","Tenakee Springs","1984","Tenakee Springs_1984","Land Mammals","Small Land Mammals","Mink",24,47,48,94,"No",0,"Ind.",0.042,0.042,0.042,0,0,0,0,15
"652","Tongass","Thorne Bay","1987","Thorne Bay_1987","Land Mammals","Large Land Mammals","Black Bear",52,157,163,478.5,"No",58,"Ind.",0.221,NA,0.072,0.17799999,0.043,656,1.37,NA
"653","Tongass","Thorne Bay","1998","Thorne Bay_1998","Land Mammals","Large Land Mammals","Black Bear",89,204,226,518,"Yes",58,"Ind.",0.055999998,0.055999998,0.045,0.022,0.011,665,1.28,5
"654","Tongass","Thorne Bay","1987","Thorne Bay_1987","Land Mammals","Large Land Mammals","Deer",52,157,163,478.5,"No",80,"Ind.",0.75,NA,0.583,0.366,0.27899998,17576,36.73,NA
"655","Tongass","Thorne Bay","1998","Thorne Bay_1998","Land Mammals","Large Land Mammals","Deer",89,204,226,518,"Yes",80,"Ind.",0.53900003,0.708,0.41599998,0.157,0.045,16687,32.21,91
"656","Tongass","Thorne Bay","1998","Thorne Bay_1998","Land Mammals","Large Land Mammals","Elk",89,204,226,518,"Yes",225,"Ind.",0.034,0.011,0.011,0.022,0.011,516,1,1
"657","Tongass","Thorne Bay","1987","Thorne Bay_1987","Land Mammals","Large Land Mammals","Goat",52,157,163,478.5,"No",102,"Ind.",0.061,NA,0.011,0.051,0,172,0.36,NA
"658","Tongass","Thorne Bay","1998","Thorne Bay_1998","Land Mammals","Large Land Mammals","Goat",89,204,226,518,"Yes",102,"Ind.",0.034,0.011,0.011,0.022,0.011,234,0.45,1
"659","Tongass","Thorne Bay","1987","Thorne Bay_1987","Land Mammals","Large Land Mammals","Moose",52,157,163,478.5,"No",400,"Ind.",0.134,NA,0.011,0.134,0,676,1.41,NA
"660","Tongass","Thorne Bay","1998","Thorne Bay_1998","Land Mammals","Large Land Mammals","Muskox",89,204,226,518,"Yes",593,"Ind.",0.011,0.011,0.011,0,0.011,593,1.14,0.4
"661","Tongass","Thorne Bay","1998","Thorne Bay_1998","Land Mammals","Small Land Mammals","Beaver",89,204,226,518,"Yes",8.75,"Ind.",0.034,0.022,0.022,0.011,0,0,0,9
"662","Tongass","Thorne Bay","1998","Thorne Bay_1998","Land Mammals","Small Land Mammals","Mink",89,204,226,518,"Yes",0,"Ind.",0.034,0.055999998,0.034,0,0,0,0,4
"663","Tongass","Whale Pass","1987","Whale Pass_1987","Land Mammals","Large Land Mammals","Black Bear",18,18,51,51,"No",58,"Ind.",0.222,NA,0.111,0.111,0,116,2.27,2
"664","Tongass","Whale Pass","1987","Whale Pass_1987","Land Mammals","Large Land Mammals","Deer",18,18,51,51,"No",80,"Ind.",0.77800006,NA,0.667,0.278,0.055999998,2560,50.2,32
"665","Tongass","Whale Pass","1998","Whale Pass_1998","Land Mammals","Large Land Mammals","Deer",15,20,41,54.7,"No",80,"Ind.",0.667,0.6,0.467,0.4,0.26700002,2773,50.73,26
"666","Tongass","Whale Pass","2012","Whale Pass_2012","Land Mammals","Large Land Mammals","Deer",21,27,43,55.3,"Yes",80,"Ind.",0.76199996,0.76199996,0.571,0.19,0.19,4011.4,72.6,39
"667","Tongass","Whale Pass","2012","Whale Pass_2012","Land Mammals","Large Land Mammals","Goat",21,27,43,55.3,"Yes",102,"Ind.",0.143,0.143,0.143,0,0.048,393.4,7.1,3
"668","Tongass","Whale Pass","1987","Whale Pass_1987","Land Mammals","Large Land Mammals","Moose",18,18,51,51,"No",400,"Ind.",0.111,NA,0.055999998,0.055999998,0,400,7.84,1
"669","Tongass","Whale Pass","1998","Whale Pass_1998","Land Mammals","Small Land Mammals","Beaver",15,20,41,54.7,"No",8.75,"Ind.",0.133,0.133,0.133,0,0,12,0.21,3
"670","Tongass","Whale Pass","2012","Whale Pass_2012","Land Mammals","Small Land Mammals","Beaver",21,27,43,55.3,"Yes",8.75,"Ind.",0.048,0.048,0.048,0,0,0,0,10
"671","Tongass","Whale Pass","2012","Whale Pass_2012","Land Mammals","Small Land Mammals","Land Otter",21,27,43,55.3,"Yes",0,"Ind.",0.095,0.143,0.095,0,0,0,0,18
"672","Tongass","Whale Pass","1998","Whale Pass_1998","Land Mammals","Small Land Mammals","Marten",15,20,41,54.7,"No",0.5,"Ind.",0.133,0.133,0.133,0,0.067,0,0,43
"673","Tongass","Whale Pass","2012","Whale Pass_2012","Land Mammals","Small Land Mammals","Marten",21,27,43,55.3,"Yes",0,"Ind.",0.23799999,0.23799999,0.23799999,0,0,0,0,70
"674","Tongass","Whale Pass","1998","Whale Pass_1998","Land Mammals","Small Land Mammals","Mink",15,20,41,54.7,"No",0,"Ind.",0.067,0.067,0.067,0,0.067,0,0,15
"675","Tongass","Whale Pass","2012","Whale Pass_2012","Land Mammals","Small Land Mammals","Mink",21,27,43,55.3,"Yes",0,"Ind.",0.286,0.286,0.286,0,0,0,0,165
"676","Tongass","Whale Pass","2012","Whale Pass_2012","Land Mammals","Small Land Mammals","Flying Squirrel",21,27,43,55.3,"Yes",0.5,"Ind.",0.143,0.143,0.143,0,0,3.9,0.1,6
"677","Tongass","Whale Pass","2012","Whale Pass_2012","Land Mammals","Small Land Mammals","Weasel",21,27,43,55.3,"Yes",0,"Ind.",0.143,0.143,0.143,0,0,0,0,12
"678","Tongass","Whale Pass","2012","Whale Pass_2012","Land Mammals","Small Land Mammals","Wolf",21,27,43,55.3,"Yes",0,"Ind.",0.048,0.048,0.048,0.048,0,0,0,5
"679","Tongass","Whitestone","1996","Whitestone_1996","Land Mammals","Large Land Mammals","Deer",24,41,83,141.8,"Yes",80,"Ind.",0.833,0.708,0.708,0.125,0.042,8063,56.87,59
"680","Tongass","Whitestone","1996","Whitestone_1996","Land Mammals","Small Land Mammals","Marten",24,41,83,141.8,"Yes",0.5,"Ind.",0.125,0.125,0.125,0,0,0,0,95
"681","Tongass","Whitestone","1996","Whitestone_1996","Land Mammals","Small Land Mammals","Mink",24,41,83,141.8,"Yes",0,"Ind.",0.042,0.042,0.042,0,0,0,0,4
"682","Tongass","Wrangell","1987","Wrangell_1987","Land Mammals","Large Land Mammals","Black Bear",75,1013,211,2839,"No",58,"Ind.",0.084,NA,0.048,0.069,0.025,3258,1.15,NA
"683","Tongass","Wrangell","2000","Wrangell_2000","Land Mammals","Large Land Mammals","Black Bear",98,747,257,1959,"Yes",58,"Ind.",0.030612245,0.030612245,0.010204081,0.020408163,0.020408163,442.10205,0.22568093,1
"684","Tongass","Wrangell","2000","Wrangell_2000","Land Mammals","Large Land Mammals","Caribou",98,747,257,1959,"Yes",130,"Ind.",0.040816326,0.020408163,0.020408163,0.020408163,0.020408163,1981.8368,1.0116731,2
"685","Tongass","Wrangell","1987","Wrangell_1987","Land Mammals","Large Land Mammals","Deer",75,1013,211,2839,"No",80,"Ind.",0.63,NA,0.276,0.463,0.127,57997,20.43,NA
"686","Tongass","Wrangell","2000","Wrangell_2000","Land Mammals","Large Land Mammals","Deer",98,747,257,1959,"Yes",80,"Ind.",0.47959182,0.377551,0.24489796,0.28571427,0.18367347,55491.43,28.326849,91
"687","Tongass","Wrangell","1987","Wrangell_1987","Land Mammals","Large Land Mammals","Goat",75,1013,211,2839,"No",102,"Ind.",0.077,NA,0.03,0.062,0.023,3881,1.37,NA
"688","Tongass","Wrangell","1987","Wrangell_1987","Land Mammals","Large Land Mammals","Moose",75,1013,211,2839,"No",400,"Ind.",0.425,NA,0.063,0.377,0.062,25512,8.99,NA
"689","Tongass","Wrangell","2000","Wrangell_2000","Land Mammals","Large Land Mammals","Moose",98,747,257,1959,"Yes",400,"Ind.",0.31632653,0.1734694,0.06122449,0.25510204,0.091836736,18293.877,9.338521,6
"690","Tongass","Wrangell","2000","Wrangell_2000","Land Mammals","Small Land Mammals","Beaver",98,747,257,1959,"Yes",0,"Ind.",0.010204081,0.010204081,0.010204081,0,0,0,0,7
"691","Tongass","Wrangell","2000","Wrangell_2000","Land Mammals","Small Land Mammals","Marten",98,747,257,1959,"Yes",0,"Ind.",0.010204081,0.010204081,0.010204081,0,0,0,0,16
"692","Tongass","Wrangell","2000","Wrangell_2000","Land Mammals","Small Land Mammals","Mink",98,747,257,1959,"Yes",0,"Ind.",0.010204081,0.010204081,0.010204081,0,0,0,0,7
"693","Tongass","Wrangell","2000","Wrangell_2000","Land Mammals","Small Land Mammals","Weasel",98,747,257,1959,"Yes",0,"Ind.",0.010204081,0.010204081,0.010204081,0,0,0,0,30
"694","Tongass","Wrangell","2000","Wrangell_2000","Land Mammals","Small Land Mammals","Wolf",98,747,257,1959,"Yes",0,"Ind.",0.030612245,0.020408163,0.020408163,0.010204081,0.010204081,0,0,6
"695","Tongass","Yakutat","1984","Yakutat_1984","Land Mammals","Large Land Mammals","Black Bear",50,181,150,543,"No",150,"Ind.",0.08,0.08,0.04,0.08,0.04,2715,5,5
"696","Tongass","Yakutat","1987","Yakutat_1987","Land Mammals","Large Land Mammals","Black Bear",48,169,184,588.8,"No",58,"Ind.",0.096,NA,0.008,0.088,0.044,76,0.13,NA
"697","Tongass","Yakutat","2000","Yakutat_2000","Land Mammals","Large Land Mammals","Black Bear",139,234,377,634.7,"Yes",58,"Ind.",0.101,0.058000002,0.036,0.072,0.029000001,586,0.92,6
"698","Tongass","Yakutat","2015","Yakutat_2015","Land Mammals","Large Land Mammals","Black Bear",101,240,249,591.7,"Yes",58,"Ind.",0.139,0.099,0.069,0.079,0.05,964.8,1.630522,7
"699","Tongass","Yakutat","1984","Yakutat_1984","Land Mammals","Large Land Mammals","Brown Bear",50,181,150,543,"No",50,"Ind.",0.08,0.1,0.02,0.08,0.04,362,0.67,4
"700","Tongass","Yakutat","2015","Yakutat_2015","Land Mammals","Large Land Mammals","Brown Bear",101,240,249,591.7,"Yes",141,"Ind.",0.01,0.03,0.01,0,0,335,0.56626505,1
"701","Tongass","Yakutat","1984","Yakutat_1984","Land Mammals","Large Land Mammals","Deer",50,181,150,543,"No",80,"Ind.",0.2,0.06,0.06,0.16,0.08,1448,2.67,5
"702","Tongass","Yakutat","2000","Yakutat_2000","Land Mammals","Large Land Mammals","Deer",139,234,377,634.7,"Yes",80,"Ind.",0.23,0.086,0.05,0.20899999,0.072,1751,2.76,13
"703","Tongass","Yakutat","2015","Yakutat_2015","Land Mammals","Large Land Mammals","Deer",101,240,249,591.7,"Yes",43.2,"Ind.",0.44599998,0.347,0.088999994,0.366,0.139,1437.1,2.4289155,14
