"","Project_Name","Site_Year_Code","Habitat","Taxa_lvl1","Taxa_lvl2","Taxa_lvl3","Taxa_lvl4","Taxa_lvl5","Resource_Code","Resource_Name","Sampled_households","Est_Num_Community_Households","Sampled_Population","Est_Comm_Population","Most_Rep_Year","Conversion_Units_To_Pounds","Resource_Harvest_Units","Percent_Using","Percent_Attempting_to_Harvest","Percent_Harvesting","Percent_Receiving","Percent_Giving","Reported_Pounds_Harvested","Estimated_Total_Pounds_Harvested","Lower_Pounds_Harvested","Upper_Pounds_Harvested","Mean_Pounds_Per_Household","Percapita_Pounds_Harvested","Number_Of_Resource_Harvested","Estimated_Amount_Harvested","Percent_Of_Total_Harvest","Mean_Grams_Per_Capita_Use","Mean_Pounds_Per_Capita_Use","Mean_Grams_Percapita_Harvest"
"557","Index Communities Year 2 (Southeast AK)","Haines_2012","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chum Salmon","111000000","Chum Salmon",132,818,310,1921.1,"Yes",6.7266,"Ind.",0.265,0.19700001,0.19700001,0.068,0.076,1000.2,6198.2,3216.866,9179.534,7.6,3.2,148.7,921.4,0.024,15.1,12.2,4
"558","Haines/Klukwan 1983","Haines_1983","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Coho Salmon","112000000","Coho Salmon",147,660,425,1908.2,"No",7,"Ind.",0.38799998,0.374,0.32,0.095,0.068,1883,8455,6104,10806,12.81,4.43,269,1208,0.0003522491,14.1887,11.417525,5.505215
"559","Tongass Resource Use Cooperative Study 1987","Haines_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Coho Salmon","112000000","Coho Salmon",62,608,181,1622.6,"No",7.7,"Ind.",0.346,NA,0.24200001,0.103999995,0.054,NA,4309,681,7938,7.085,2.66,NA,560,0.00027285106,9.553801,7.687862,3.305615
"560","Southeast Harvest Update 1996","Haines_1996","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Coho Salmon","112000000","Coho Salmon",92,787,254,2172.8,"No",5,"Ind.",0.548,0.387,0.387,0.204,0.14,2409.92,20420,7898,32942,25.91,9.49,443,3754,0.0004845407,21.520693,17.317518,11.79334
"561","Index Communities Year 2 (Southeast AK)","Haines_2012","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Coho Salmon","112000000","Coho Salmon",132,818,310,1921.1,"Yes",4.7925,"Ind.",0.371,0.288,0.28,0.11399999,0.098000005,1009.3,6254.6,3896.6157,8612.584,7.6,3.3,210.6,1305.1,0.024,10.9,8.8,4
"562","Haines/Klukwan 1983","Haines_1983","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",147,660,425,1908.2,"No",11.2,"Ind.",0.469,0.449,0.306,0.21100001,0.16299999,4681.6,21021,13710,28332,31.85,11.02,418,1877,0.0008757692,29.199766,23.496801,13.694691
"563","Tongass Resource Use Cooperative Study 1987","Haines_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",62,608,181,1622.6,"No",15.3,"Ind.",0.39099997,NA,0.333,0.087,0.214,NA,17920,8600,27240,29.461,11.04,NA,1171,0.0011347159,35.08835,28.235294,13.719544
"564","Southeast Harvest Update 1996","Haines_1996","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",92,787,254,2172.8,"No",13,"Ind.",0.505,0.333,0.312,0.301,0.14,2092.2,17727,4549,30906,22.5,8.24,165,1398,0.00042063926,20.277128,16.316832,10.239949
"565","Index Communities Year 2 (Southeast AK)","Haines_2012","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Chinook Salmon","113000000","Chinook Salmon",132,818,310,1921.1,"Yes",9.3888,"Ind.",0.576,0.417,0.35599998,0.28,0.174,2091.2,12958.8,6272.0596,19645.54,15.8,6.7,222.7,1380.2,0.05,14.6,11.7,8.4
"566","Haines/Klukwan 1983","Haines_1983","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",147,660,425,1908.2,"No",2.8,"Ind.",0.19700001,0.225,0.184,0.02,0.027,996.8,4475,1815,7135,6.78,2.35,356,1598,0.0001864358,14.824232,11.928933,2.920374
"567","Tongass Resource Use Cooperative Study 1987","Haines_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",62,608,181,1622.6,"No",2.2,"Ind.",0.083000004,NA,0.058000002,0.027,0.029000001,NA,560,129,991,0.921,0.35,NA,255,3.545987e-05,5.240353,4.2168674,0.4349493
"568","Southeast Harvest Update 1996","Haines_1996","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",92,787,254,2172.8,"No",2,"Ind.",0.215,0.172,0.172,0.065,0.032,329.18,2789,910,4668,3.54,1.3,151,1279,6.617944e-05,7.5140743,6.046511,1.615526
"569","Index Communities Year 2 (Southeast AK)","Haines_2012","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Pink Salmon","114000000","Pink Salmon",132,818,310,1921.1,"Yes",2.6061,"Ind.",0.311,0.288,0.28,0.045,0.068,950,5915.9,3372.063,8459.736,7.2,3.1,364.5,2270,0.023,12.3,9.9,3.8
"570","Haines/Klukwan 1983","Haines_1983","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Sockeye Salmon","115000000","Sockeye Salmon",147,660,425,1908.2,"No",6,"Ind.",0.66,0.503,0.435,0.313,0.129,6708,30116,23005,37227,45.63,15.78,1118,5020,0.0012546818,29.712122,23.90909,19.61
"571","Tongass Resource Use Cooperative Study 1987","Haines_1987","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Sockeye Salmon","115000000","Sockeye Salmon",62,608,181,1622.6,"No",4.3,"Ind.",0.685,NA,0.35799998,0.38,0.237,NA,18780,8895,28665,30.875,11.57,NA,4367,0.001189172,20.990046,16.89051,14.378181
"572","Southeast Harvest Update 1996","Haines_1996","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Sockeye Salmon","115000000","Sockeye Salmon",92,787,254,2172.8,"No",5,"Ind.",0.806,0.473,0.473,0.538,0.28,7579.26,64220,43997,84443,81.5,29.84,1599,13549,0.0015238592,46.00811,37.022335,37.082535
"573","Index Communities Year 2 (Southeast AK)","Haines_2012","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Sockeye Salmon","115000000","Sockeye Salmon",132,818,310,1921.1,"Yes",4.6324,"Ind.",0.818,0.561,0.538,0.462,0.371,9295,57887.2,38552.875,77221.52,70.8,30.1,2006.5,12496.2,0.22299999,45.8,36.8,37.4
"574","Southeast Harvest Update 1996","Haines_1996","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Unknown Salmon","119000000","Unknown Salmon",92,787,254,2172.8,"No",6,"Ind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"575","Index Communities Year 2 (Southeast AK)","Haines_2012","Freshwater_Anadromous","Fish","Salmon","Oncorhynchus","Oncorhynchus","Unknown Salmon","119000000","Unknown Salmon",132,818,310,1921.1,"Yes",5.0241337,"Ind.",0.053000003,0.008,0.008,0.053000003,0.008,50.2,311.3,50.2,875.37555,0.4,0.2,10,62,0.001,3.8,3.1,0.2
"576","Haines/Klukwan 1983","Haines_1983","Marine","Fish","Non-Salmon Fish","Herring","Herring","Herring","120200000","Herring",147,660,425,1908.2,"No",1,"lb.",0.02,0.027,0.02,0,0.0139999995,1100,4937,-2839,12713,7.48,2.59,1100,4939,0.00020568348,160.93124,129.5,3.2186248
"577","Tongass Resource Use Cooperative Study 1987","Haines_1987","Marine","Fish","Non-Salmon Fish","Herring","Herring","Herring","120200000","Herring",62,608,181,1622.6,"No",1,"lb.",0.006,NA,0.002,0.004,0,NA,5,1,9,0.008,0,NA,5,3.16606e-07,NA,NA,NA
"578","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Herring","Herring","Herring","120200000","Herring",92,787,254,2172.8,"No",1,"lb.",0.108,0.065,0.065,0.054,0.032,985,8346,-2581,19273,10.59,3.88,985,8346,0.00019804001,44.64559,35.925926,4.821724
"579","Index Communities Year 2 (Southeast AK)","Haines_2012","Marine","Fish","Non-Salmon Fish","Herring","Herring","Herring","120200000","Herring",132,818,310,1921.1,"Yes",6,"Gal.",0.174,0.136,0.136,0.068,0.061,1252,7758.6,2110.3389,13406.861,9.5,4,208.7,1293.1,0.03,28.8,23.2,5
"580","Southeast Harvest Update 1996","Haines_1996","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120302000","Herring Roe/Unspecified",92,787,254,2172.8,"No",1,"lb.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"581","Index Communities Year 2 (Southeast AK)","Haines_2012","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120302000","Herring Roe/Unspecified",132,818,310,1921.1,"Yes",7,"Gal.",0.008,0,0,0.008,0,0,0,NA,NA,0,0,0,0,0,0,0,0
"582","Index Communities Year 2 (Southeast AK)","Haines_2012","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120304000","Herring Sac Roe",132,818,310,1921.1,"Yes",7,"Gal.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"583","Tongass Resource Use Cooperative Study 1987","Haines_1987","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120306000","Herring Spawn on Kelp",62,608,181,1622.6,"No",NA,NA,0.1,NA,0,0.1,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"584","Southeast Harvest Update 1996","Haines_1996","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120306000","Herring Spawn on Kelp",92,787,254,2172.8,"No",1,"lb.",0.054,0,0,0.054,0.011,0,0,0,0,0,0,0,0,0,NA,NA,NA
"585","Index Communities Year 2 (Southeast AK)","Haines_2012","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120306000","Herring Spawn on Kelp",132,818,310,1921.1,"Yes",7,"Gal.",0.015,0.008,0.008,0.015,0.008,105,650.7,105,1829.7683,0.8,0.3,15,93,0.003,27.8,22.4,0.4
"586","Southeast Harvest Update 1996","Haines_1996","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120308000","Herring Roe on Hair Seaweed",92,787,254,2172.8,"No",1,"lb.",0.065,0,0,0.065,0.022,0,0,0,0,0,0,0,0,0,NA,NA,NA
"587","Index Communities Year 2 (Southeast AK)","Haines_2012","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120308000","Herring Roe on Hair Seaweed",132,818,310,1921.1,"Yes",7,"Gal.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"588","Southeast Harvest Update 1996","Haines_1996","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120310000","Herring Roe on Hemlock Branches",92,787,254,2172.8,"No",1,"lb.",0.096999995,0,0,0.096999995,0.043,0,0,0,0,0,0,0,0,0,NA,NA,NA
"589","Index Communities Year 2 (Southeast AK)","Haines_2012","Nearshore","Fish","Non-Salmon Fish","Herring","Herring Roe","Herring Roe","120310000","Herring Roe on Hemlock Branches",132,818,310,1921.1,"Yes",7,"Gal.",0.152,0.008,0.008,0.152,0.023,70,433.8,70,1219.8455,0.5,0.2,10,62,0.002,1.9,1.5,0.3
"590","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Smelt","Smelt","Capelin (grunion)","120402000","Capelin (grunion)",92,787,254,2172.8,"No",1,"lb.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"591","Tongass Resource Use Cooperative Study 1987","Haines_1987","Marine","Fish","Non-Salmon Fish","Smelt","Smelt","Eulachon (hooligan, candlefish","120404000","Eulachon (hooligan, candlefish)",62,608,181,1622.6,"No",1,"lb.",0.26299998,NA,0.137,0.125,0.081,NA,4782,-334,9899,7.862,2.95,NA,4782,0.00030280196,13.939169,11.21673,3.6660013
"592","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Smelt","Smelt","Eulachon (hooligan, candlefish","120404000","Eulachon (hooligan, candlefish)",92,787,254,2172.8,"No",9,"Gal.",0.398,0.29,0.29,0.14,0.161,12672,107371,-36238,250981,136.26,49.89,1408,11930,0.002547778,155.77618,125.35176,61.998917
"593","Index Communities Year 2 (Southeast AK)","Haines_2012","Marine","Fish","Non-Salmon Fish","Smelt","Smelt","Eulachon (hooligan, candlefish","120404000","Eulachon (hooligan, candlefish)",132,818,310,1921.1,"Yes",9,"Gal.",0.311,0.174,0.174,0.16700001,0.136,4037.5,25020.3,4037.5,55545.07,30.6,13,448.6,2780,0.096,52.1,41.9,16.2
"594","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Smelt","Smelt","Silver Smelt","120410000","Silver Smelt",92,787,254,2172.8,"No",9,"Gal.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"595","Index Communities Year 2 (Southeast AK)","Haines_2012","Marine","Fish","Non-Salmon Fish","Smelt","Smelt","Silver Smelt","120410000","Silver Smelt",132,818,310,1921.1,"Yes",9,"Gal.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"596","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Bass","Bass","Sea Bass","120602000","Sea Bass",92,787,254,2172.8,"No",1,"Ind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"597","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Bass","Bass","Unknown Bass","120699000","Unknown Bass",92,787,254,2172.8,"No",1,"Ind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"598","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Pacific Cod (gray)","121004000","Pacific Cod (gray)",92,787,254,2172.8,"No",3,"Ind.",0.065,0.032,0.032,0.032,0.011,44.8,380,-144,903,0.48,0.18,14,119,9.016919e-06,3.4413574,2.7692308,0.22368823
"599","Index Communities Year 2 (Southeast AK)","Haines_2012","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Pacific Cod (gray)","121004000","Pacific Cod (gray)",132,818,310,1921.1,"Yes",3.2,"Ind.",0.068,0.061,0.061,0.008,0.015,70.4,436.3,89.87778,782.72217,0.5,0.2,22,136.3,0.002,4.1,3.3,0.3
"600","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Pacific Tom Cod","121008000","Pacific Tom Cod",92,787,254,2172.8,"No",0,"Ind.",0.011,0,0,0.011,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"601","Index Communities Year 2 (Southeast AK)","Haines_2012","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Pacific Tom Cod","121008000","Pacific Tom Cod",132,818,310,1921.1,"Yes",0.5,"Ind.",0.008,0.008,0.008,0,0,1.5,9.3,1.5,26.1516,0,0,3,18.6,0,0.8,0.6,0
"602","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Walleye Pollock (whiting)","121012000","Walleye Pollock (whiting)",92,787,254,2172.8,"No",1,"Ind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"603","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Gadiformes","Gadiformes","Unknown Gadiformes","121099000","Unknown Cod",92,787,254,2172.8,"No",3,"Ind.",0.011,0,0,0.011,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"604","Haines/Klukwan 1983","Haines_1983","Marine","Fish","Non-Salmon Fish","Flounder","Flounder","Flounder","121400000","Flounder",147,660,425,1908.2,"No",1,"Ind.",0.068,0.102,0.068,0,0,115,515,51,979,0.78,0.27,115,516,2.145574e-05,4.934299,3.9705882,0.33553234
"605","Tongass Resource Use Cooperative Study 1987","Haines_1987","Marine","Fish","Non-Salmon Fish","Flounder","Flounder","Flounder","121400000","Flounder",62,608,181,1622.6,"No",3,"Ind.",0.006,NA,0.006,0,0,NA,133,55,210,0.218,0.08,NA,44,8.421719e-06,16.569496,13.333332,0.099416986
"606","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Flounder","Flounder","Flounder","121400000","Flounder",92,787,254,2172.8,"No",3,"Ind.",0.022,0.022,0.022,0,0.011,126,1068,-459,2594,1.35,0.5,42,356,2.5342286e-05,28.243462,22.727272,0.6213562
"607","Index Communities Year 2 (Southeast AK)","Haines_2012","Marine","Fish","Non-Salmon Fish","Flounder","Flounder","Flounder","121400000","Flounder",132,818,310,1921.1,"Yes",3,"Ind.",0.015,0.015,0.015,0,0,84,520.5,84,1367.874,0.6,0.3,28,173.5,0.002,22.2,17.9,0.3
"608","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Flounder","Flounder","Unknown Flounder","121499000","Unknown Flounder",92,787,254,2172.8,"No",3,"Ind.",0.022,0.022,0.022,0,0.011,126,1068,-459,2594,1.35,0.5,42,356,2.5342286e-05,28.243462,22.727272,0.6213562
"609","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Hexagrammidae","Hexagrammidae","Lingcod","121606000","Lingcod",92,787,254,2172.8,"No",6,"Ind.",0.054,0.022,0.022,0.032,0.011,100.8,854,-642,2350,1.08,0.4,16,136,2.0264339e-05,9.2052765,7.4074073,0.49708495
"610","Index Communities Year 2 (Southeast AK)","Haines_2012","Marine","Fish","Non-Salmon Fish","Hexagrammidae","Hexagrammidae","Lingcod","121606000","Lingcod",132,818,310,1921.1,"Yes",6.3,"Ind.",0.053000003,0.03,0.03,0.023,0.008,138.6,858.9,138.6,1863.813,1.1,0.4,22,136.3,0.003,10.5,8.4,0.6
"611","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Hexagrammidae","Hexagrammidae","Rock Greenling","121608000","Rock Greenling",92,787,254,2172.8,"No",1,"Ind.",0.022,0.022,0.022,0,0,35,297,-183,776,0.38,0.14,35,297,7.047434e-06,7.9081693,6.363636,0.17397973
"612","Haines/Klukwan 1983","Haines_1983","Marine","Fish","Non-Salmon Fish","Halibut","Halibut","Halibut","121800000","Halibut",147,660,425,1908.2,"No",1,"lb.",0.524,0.38799998,0.313,0.231,0.116000004,5943,26684,18510,34858,40.43,13.98,5943,26683,0.0011116989,33.154804,26.679388,17.373117
"613","Tongass Resource Use Cooperative Study 1987","Haines_1987","Marine","Fish","Non-Salmon Fish","Halibut","Halibut","Halibut","121800000","Halibut",62,608,181,1622.6,"No",1,"lb.",0.742,NA,0.408,0.52099997,0.219,NA,24061,8448,39674,39.557,14.83,NA,24061,0.0015235713,24.8375,19.986525,18.429424
"614","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Halibut","Halibut","Halibut","121800000","Halibut",92,787,254,2172.8,"No",1,"lb.",0.699,0.312,0.28,0.505,0.237,3372,28571,15610,41532,36.26,13.28,3372,28571,0.00067795365,23.609755,18.99857,16.50322
"615","Index Communities Year 2 (Southeast AK)","Haines_2012","Marine","Fish","Non-Salmon Fish","Halibut","Halibut","Halibut","121800000","Halibut",132,818,310,1921.1,"Yes",1,"lb.",0.71199995,0.311,0.265,0.508,0.189,4163.9,25834.7,15164.969,36504.43,31.6,13.4,4163.9,25834.7,0.099,23.5,18.9,16.7
"616","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Perch","Perch","Sea Perch","122202000","Sea Perch",92,787,254,2172.8,"No",1,"Ind.",0.011,0.011,0.011,0,0.011,60,508,-440,1457,0.65,0.24,60,508,1.2054196e-05,27.113722,21.81818,0.29825094
"617","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Perch","Perch","Unknown Perch","122299000","Unknown Perch",92,787,254,2172.8,"No",0,"Ind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"618","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Black Rockfish","122602000","Black Rockfish",92,787,254,2172.8,"No",2,"Ind.",0.011,0,0,0.011,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"619","Index Communities Year 2 (Southeast AK)","Haines_2012","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Black Rockfish","122602000","Black Rockfish",132,818,310,1921.1,"Yes",2,"Ind.",0.106000006,0.053000003,0.053000003,0.053000003,0.015,86,532.9,128.96179,936.83826,0.7,0.3,43,266.5,0.002,3.3,2.6,0.3
"620","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Red Rockfish","122604000","Red Rockfish",92,787,254,2172.8,"No",4,"Ind.",0.183,0.086,0.086,0.118,0.022,556,4711,89,9334,5.98,2.19,139,1178,0.00011178606,14.871804,11.967214,2.72154
"621","Index Communities Year 2 (Southeast AK)","Haines_2012","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Yellow Eye Rockfish","122606000","Yellow Eye Rockfish",132,818,310,1921.1,"Yes",3,"Ind.",0.061,0.038,0.038,0.03,0.03,57,353.2,57,652.3604,0.4,0.2,19,117.7,0.001,3.8,3,0.2
"622","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Unknown Rockfish","122699000","Unknown Rockfish",92,787,254,2172.8,"No",3,"Ind.",0.011,0.011,0.011,0,0,76.5,648,-561,1857,0.82,0.3,25,212,1.537622e-05,33.892155,27.272728,0.3728137
"623","Index Communities Year 2 (Southeast AK)","Haines_2012","Marine","Fish","Non-Salmon Fish","Rockfish","Rockfish","Unknown Rockfish","122699000","Unknown Rockfish",132,818,310,1921.1,"Yes",3,"Ind.",0.015,0,0,0.015,0.008,0,0,NA,NA,0,0,0,0,0,0,0,0
"624","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Sablefish","Sablefish","Sablefish (black cod)","122800000","Sablefish (black cod)",92,787,254,2172.8,"No",4,"Ind.",0.086,0.032,0.032,0.065,0.011,81.4,690,-373,1753,0.88,0.32,22,186,1.6372825e-05,4.6240454,3.72093,0.39766794
"625","Index Communities Year 2 (Southeast AK)","Haines_2012","Marine","Fish","Non-Salmon Fish","Sablefish","Sablefish","Sablefish (black cod)","122800000","Sablefish (black cod)",132,818,310,1921.1,"Yes",4,"Ind.",0.045,0.015,0.015,0.03,0.008,20.2,124.9,20.2,349.4702,0.2,0.1,5,31.2,0,1.8,1.4,0.1
"626","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Sculpin","Sculpin","Buffalo Sculpin","123002000","Buffalo Sculpin",92,787,254,2172.8,"No",1,"Ind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"627","Index Communities Year 2 (Southeast AK)","Haines_2012","Marine","Fish","Non-Salmon Fish","Sculpin","Sculpin","Buffalo Sculpin","123002000","Buffalo Sculpin",132,818,310,1921.1,"Yes",1,"Ind.",0.008,0.008,0.008,0,0,2,12.4,2,34.868797,0,0,2,12.4,0,1.1,0.9,0
"628","Index Communities Year 2 (Southeast AK)","Haines_2012","Marine","Fish","Non-Salmon Fish","Sculpin","Sculpin","Bullhead Sculpin","123004000","Bullhead Sculpin",132,818,310,1921.1,"Yes",1,"Ind.",0.008,0.008,0.008,0,0,2,12.4,2,34.868797,0,0,2,12.4,0,1.1,0.9,0
"629","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Sculpin","Irish Lord","Red Irish Lord","123006020","Red Irish Lord",92,787,254,2172.8,"No",1,"Ind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"630","Index Communities Year 2 (Southeast AK)","Haines_2012","Marine","Fish","Non-Salmon Fish","Sculpin","Irish Lord","Red Irish Lord","123006020","Red Irish Lord",132,818,310,1921.1,"Yes",1,"Ind.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"631","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Sculpin","Sculpin","Unknown Sculpin","123099000","Unknown Sculpin",92,787,254,2172.8,"No",0,"Ind.",0.011,0.011,0.011,0,0,1,8,-7,24,0.01,0,2,17,1.8982986e-07,NA,NA,NA
"632","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Shark","Shark","Dogfish","123202000","Dogfish",92,787,254,2172.8,"No",0,"Ind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"633","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Shark","Shark","Salmon Shark","123204000","Salmon Shark",92,787,254,2172.8,"No",9,"Ind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"634","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Shark","Shark","Unknown Shark","123299000","Unknown Shark",92,787,254,2172.8,"No",9,"Ind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"635","Index Communities Year 2 (Southeast AK)","Haines_2012","Marine","Fish","Non-Salmon Fish","Shark","Shark","Unknown Shark","123299000","Unknown Shark",132,818,310,1921.1,"Yes",9,"Ind.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"636","Southeast Harvest Update 1996","Haines_1996","Marine","Fish","Non-Salmon Fish","Skates","Skates","Skates","123400000","Skates",92,787,254,2172.8,"No",5,"Ind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"637","Index Communities Year 2 (Southeast AK)","Haines_2012","Marine","Fish","Non-Salmon Fish","Skates","Skates","Skates","123400000","Skates",132,818,310,1921.1,"Yes",5,"Ind.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
