Forest,Site_Year_Code,Community,Harvest_Survey_Year,Habitat,Lowest_Common_Taxon_Name,Percapita_Pounds_Harvested_sum,Community_Population_2020,est_total_lbs_2020,est_total_kgs_2020,Group,Food Category,Cost_per_lb,total_cost_est_2020,total_cost_est_2020_mil,servings,servigs_percapita
Tongass,Edna Bay_1998,Edna Bay,1998,Terrestrial,Plants/Greens,10.06,25,251.50,114.08,Plants/Greens,Spinach,14.40,3621.60,0.00,760.52,30.42092828
Tongass,Edna Bay_1998,Edna Bay,1998,Freshwater_Anadromous,Rainbow Trout,0.43,25,10.75,4.88,Trout,Pacific Salmon,11.99,128.89,0.00,32.51,1.300298127
Tongass,Edna Bay_1998,Edna Bay,1998,Marine,Rockfish,77.64,25,1941.00,880.42,Non-Halibut Fish,Rockfish,8.79,17061.39,0.02,5869.49,234.7794107
Tongass,Edna Bay_1998,Edna Bay,1998,Marine,Sablefish (black cod),4.40,25,110.00,49.90,Non-Halibut Fish,Pacific Cod,8.79,966.90,0.00,332.63,13.30537619
Tongass,Edna Bay_1998,Edna Bay,1998,Nearshore,Sea Cucumber,3.46,25,86.50,39.24,Nearshore Invertebrates,Scallop,11.19,967.94,0.00,261.57,10.462864
Tongass,Edna Bay_1998,Edna Bay,1998,Nearshore,Seaweed/Kelp,0.50,25,12.50,5.67,Seaweed/Kelp,Seaweed,130.88,1636.00,0.00,37.80,1.511974567
Tongass,Edna Bay_1998,Edna Bay,1998,Marine,Shrimp,8.22,25,205.50,93.21,Marine Invertebrates,Shrimp,7.99,1641.95,0.00,621.42,24.85686188
Tongass,Edna Bay_1998,Edna Bay,1998,Freshwater_Anadromous,Sockeye Salmon,0.73,25,18.25,8.28,Salmon,Pacific Salmon,11.99,218.82,0.00,55.19,2.207482867
Tongass,Edna Bay_1998,Edna Bay,1998,Terrestrial,Upland Game Birds,0.05,25,1.25,0.57,Birds/Eggs,Duck,16.00,20.00,0.00,3.78,0.151197457
Tongass,Elfin Cove_1987,Elfin Cove,1987,Terrestrial,Berries,11.64,24,279.36,126.72,Berries,Blueberries,8.96,2503.07,0.00,844.77,35.19876791
Tongass,Elfin Cove_1987,Elfin Cove,1987,Freshwater_Anadromous,Chinook Salmon,60.52,24,1452.48,658.83,Salmon,Pacific Salmon,11.99,17415.24,0.02,4392.23,183.0094015
Tongass,Elfin Cove_1987,Elfin Cove,1987,Nearshore,Chiton,1.10,24,26.40,11.97,Mollusc,Scallop,11.19,295.42,0.00,79.83,3.326344047
Tongass,Elfin Cove_1987,Elfin Cove,1987,Freshwater_Anadromous,Chum Salmon,1.37,24,32.88,14.91,Salmon,Pacific Salmon,11.99,394.23,0.00,99.43,4.142810313
Tongass,Elfin Cove_1987,Elfin Cove,1987,Nearshore,Clam,8.74,24,209.76,95.15,Mollusc,Scallop,11.19,2347.21,0.00,634.30,26.42931543
Tongass,Elfin Cove_1987,Elfin Cove,1987,Freshwater_Anadromous,Coho Salmon,10.34,24,248.16,112.56,Salmon,Pacific Salmon,11.99,2975.44,0.00,750.42,31.26763404
Tongass,Elfin Cove_1987,Elfin Cove,1987,Terrestrial,Deer,72.27,24,1734.48,786.75,Deer,Venison,25.00,43358.53,0.04,5244.98,218.5408039
Tongass,Elfin Cove_1987,Elfin Cove,1987,Freshwater_Anadromous,Dolly Varden,9.36,24,224.64,101.89,Char,Pacific Salmon,11.99,2693.43,0.00,679.30,28.30416389
Tongass,Elfin Cove_1987,Elfin Cove,1987,Nearshore,Dungeness Crab,8.22,24,197.28,89.48,Nearshore Crab,Crab,30.00,5918.20,0.01,596.56,24.85686188
Tongass,Elfin Cove_1987,Elfin Cove,1987,Marine,Flounder,0.65,24,15.60,7.08,Non-Halibut Fish,Halibut,27.99,436.59,0.00,47.17,1.965566937
Tongass,Elfin Cove_1987,Elfin Cove,1987,Marine,Gadiformes,6.57,24,157.68,71.52,Non-Halibut Fish,Pacific Cod,8.79,1386.01,0.00,476.82,19.86734581
Tongass,Elfin Cove_1987,Elfin Cove,1987,Marine,Halibut,31.02,24,744.48,337.69,Halibut,Halibut,27.99,20835.51,0.02,2251.27,93.80290212
Tongass,Elfin Cove_1987,Elfin Cove,1987,Marine,Herring,2.74,24,65.76,29.83,Non-Halibut Fish,Herring,9.32,612.88,0.00,198.85,8.285620625
Tongass,Elfin Cove_1987,Elfin Cove,1987,Marine,King Crab,0.77,24,18.48,8.38,Offshore Crab,Crab,30.00,554.38,0.00,55.88,2.328440833
Tongass,Elfin Cove_1987,Elfin Cove,1987,Freshwater_Anadromous,Pink Salmon,2.84,24,68.16,30.92,Salmon,Pacific Salmon,11.99,817.24,0.00,206.11,8.588015539
Tongass,Elfin Cove_1987,Elfin Cove,1987,Terrestrial,Plants/Greens,2.39,24,57.36,26.02,Plants/Greens,Spinach,14.40,825.98,0.00,173.45,7.227238429
Tongass,Elfin Cove_1987,Elfin Cove,1987,Marine,Rockfish,7.03,24,168.72,76.53,Non-Halibut Fish,Rockfish,8.79,1483.05,0.00,510.20,21.25836241
Tongass,Elfin Cove_1987,Elfin Cove,1987,Nearshore,Seaweed/Kelp,13.43,24,322.32,146.20,Seaweed/Kelp,Seaweed,130.88,42185.24,0.04,974.68,40.61163686
Tongass,Elfin Cove_1987,Elfin Cove,1987,Marine,Shrimp,1.95,24,46.80,21.23,Marine Invertebrates,Shrimp,7.99,373.93,0.00,141.52,5.89670081
Tongass,Elfin Cove_1987,Elfin Cove,1987,Freshwater_Anadromous,Smelt,1.29,24,30.96,14.04,Other Freshwater/Anadromous Fish,Herring,9.32,288.55,0.00,93.62,3.900894382
Tongass,Elfin Cove_1987,Elfin Cove,1987,Freshwater_Anadromous,Sockeye Salmon,5.46,24,131.04,59.44,Salmon,Pacific Salmon,11.99,1571.17,0.00,396.26,16.51076227
Tongass,Elfin Cove_1987,Elfin Cove,1987,Marine,Tanner Crab,2.82,24,67.68,30.70,Offshore Crab,Crab,30.00,2030.33,0.00,204.66,8.527536556
Tongass,Game Creek_1996,Game Creek,1996,Terrestrial,Berries,16.26,23,373.98,169.63,Berries,Blueberries,8.96,3350.86,0.00,1130.90,49.16941291
Tongass,Game Creek_1996,Game Creek,1996,Terrestrial,Brown Bear,2.94,23,67.62,30.67,Other Large Land Mammals,Bison,33.00,2231.32,0.00,204.48,8.890410452
Tongass,Game Creek_1996,Game Creek,1996,Terrestrial,Caribou,2.55,23,58.65,26.60,Other Large Land Mammals,Venison,25.00,1466.13,0.00,177.35,7.71107029
Tongass,Game Creek_1996,Game Creek,1996,Freshwater_Anadromous,Chinook Salmon,0.50,23,11.50,5.22,Salmon,Pacific Salmon,11.99,137.89,0.00,34.78,1.511974567
Tongass,Game Creek_1996,Game Creek,1996,Nearshore,Chiton,0.04,23,0.92,0.42,Mollusc,Scallop,11.19,10.29,0.00,2.78,0.120957965
Tongass,Game Creek_1996,Game Creek,1996,Nearshore,Clam,11.38,23,261.74,118.72,Mollusc,Scallop,11.19,2928.87,0.00,791.49,34.41254114
Tongass,Game Creek_1996,Game Creek,1996,Nearshore,Cockle,3.96,23,91.08,41.31,Mollusc,Scallop,11.19,1019.19,0.00,275.42,11.97483857
Tongass,Game Creek_1996,Game Creek,1996,Freshwater_Anadromous,Coho Salmon,7.68,23,176.64,80.12,Salmon,Pacific Salmon,11.99,2117.91,0.00,534.15,23.22392934
Tongass,Game Creek_1996,Game Creek,1996,Freshwater_Anadromous,Cutthroat Trout,0.76,23,17.48,7.93,Trout,Pacific Salmon,11.99,209.59,0.00,52.86,2.298201341
Tongass,Game Creek_1996,Game Creek,1996,Terrestrial,Deer,40.78,23,937.94,425.44,Deer,Venison,25.00,23446.62,0.02,2836.28,123.3166457
Tongass,Game Creek_1996,Game Creek,1996,Freshwater_Anadromous,Dolly Varden,15.88,23,365.24,165.67,Char,Pacific Salmon,11.99,4379.23,0.00,1104.47,48.02031224
Tongass,Game Creek_1996,Game Creek,1996,Terrestrial,Duck,2.71,23,62.33,28.27,Birds/Eggs,Duck,16.00,997.28,0.00,188.48,8.194902151
Tongass,Game Creek_1996,Game Creek,1996,Nearshore,Dungeness Crab,20.32,23,467.36,211.99,Nearshore Crab,Crab,30.00,14020.33,0.01,1413.27,61.44664639
Tongass,Game Creek_1996,Game Creek,1996,Terrestrial,Geese,0.60,23,13.80,6.26,Birds/Eggs,Duck,16.00,220.80,0.00,41.73,1.81436948
Tongass,Game Creek_1996,Game Creek,1996,Marine,Halibut,35.00,23,805.00,365.14,Halibut,Halibut,27.99,22529.27,0.02,2434.28,105.8382197
Tongass,Game Creek_1996,Game Creek,1996,Marine,Herring,0.12,23,2.76,1.25,Non-Halibut Fish,Herring,9.32,25.72,0.00,8.35,0.362873896
Tongass,Game Creek_1996,Game Creek,1996,Nearshore,Mussel,0.29,23,6.67,3.03,Mollusc,Scallop,11.19,74.64,0.00,20.17,0.876945249
Tongass,Game Creek_1996,Game Creek,1996,Freshwater_Anadromous,Pink Salmon,3.85,23,88.55,40.17,Salmon,Pacific Salmon,11.99,1061.71,0.00,267.77,11.64220416
Tongass,Game Creek_1996,Game Creek,1996,Terrestrial,Plants/Greens,3.61,23,83.03,37.66,Plants/Greens,Spinach,14.40,1195.63,0.00,251.08,10.91645637
Tongass,Game Creek_1996,Game Creek,1996,Marine,Rockfish,1.97,23,45.31,20.55,Non-Halibut Fish,Rockfish,8.79,398.27,0.00,137.02,5.957179793
Tongass,Game Creek_1996,Game Creek,1996,Marine,Scallop,0.01,23,0.23,0.10,Marine Invertebrates,Scallop,11.19,2.57,0.00,0.70,0.030239491
Tongass,Game Creek_1996,Game Creek,1996,Freshwater_Anadromous,Sockeye Salmon,15.24,23,350.52,158.99,Salmon,Pacific Salmon,11.99,4202.73,0.00,1059.95,46.08498479
Tongass,Game Creek_1996,Game Creek,1996,Terrestrial,Squirrel,0.37,23,8.51,3.86,Small Land Mammals,Venison,25.00,212.73,0.00,25.73,1.118861179
Tongass,Game Creek_1996,Game Creek,1996,Marine,Tanner Crab,0.39,23,8.97,4.07,Offshore Crab,Crab,30.00,269.09,0.00,27.12,1.179340162
Tongass,Game Creek_1996,Game Creek,1996,Terrestrial,Wilson's Snipe,0.01,23,0.23,0.10,Birds/Eggs,Duck,16.00,3.68,0.00,0.70,0.030239491
Tongass,Gustavus_1987,Gustavus,1987,Terrestrial,Berries,7.84,655,5135.20,2329.29,Berries,Blueberries,8.96,46011.39,0.05,15528.58,23.70776121
Tongass,Gustavus_1987,Gustavus,1987,Freshwater_Anadromous,Chinook Salmon,18.30,655,11986.50,5436.98,Salmon,Pacific Salmon,11.99,143718.14,0.14,36246.57,55.33826914
Tongass,Gustavus_1987,Gustavus,1987,Freshwater_Anadromous,Chum Salmon,2.96,655,1938.80,879.42,Salmon,Pacific Salmon,11.99,23246.21,0.02,5862.83,8.950889435
Tongass,Gustavus_1987,Gustavus,1987,Nearshore,Clam,4.22,655,2764.10,1253.77,Mollusc,Scallop,11.19,30930.28,0.03,8358.50,12.76106534
Tongass,Gustavus_1987,Gustavus,1987,Freshwater_Anadromous,Coho Salmon,26.13,655,17115.15,7763.30,Salmon,Pacific Salmon,11.99,205210.65,0.21,51755.34,79.01579085
Tongass,Gustavus_1987,Gustavus,1987,Terrestrial,Deer,64.10,655,41985.50,19044.30,Deer,Venison,25.00,1049553.53,1.05,126962.02,193.8351394
Tongass,Gustavus_1987,Gustavus,1987,Freshwater_Anadromous,Dolly Varden,13.46,655,8816.30,3999.01,Char,Pacific Salmon,11.99,105707.44,0.11,26660.04,40.70235533
Tongass,Gustavus_1987,Gustavus,1987,Terrestrial,Duck,0.98,655,641.90,291.16,Birds/Eggs,Duck,16.00,10270.40,0.01,1941.07,2.963470151
Tongass,Gustavus_1987,Gustavus,1987,Nearshore,Dungeness Crab,20.59,655,13486.45,6117.35,Nearshore Crab,Crab,30.00,404580.01,0.40,40782.34,62.26311266
Tongass,Gustavus_1987,Gustavus,1987,Marine,Flounder,0.80,655,524.00,237.68,Non-Halibut Fish,Halibut,27.99,14665.01,0.01,1584.55,2.419159307
Tongass,Gustavus_1987,Gustavus,1987,Marine,Gadiformes,2.13,655,1395.15,632.83,Non-Halibut Fish,Pacific Cod,8.79,12263.37,0.01,4218.86,6.441011654
Tongass,Gustavus_1987,Gustavus,1987,Terrestrial,Geese,0.34,655,222.70,101.02,Birds/Eggs,Duck,16.00,3563.20,0.00,673.43,1.028142705
Tongass,Gustavus_1987,Gustavus,1987,Marine,Halibut,62.63,655,41022.65,18607.56,Halibut,Halibut,27.99,1148087.23,1.15,124050.41,189.3899342
Tongass,Gustavus_1987,Gustavus,1987,Marine,Herring,0.49,655,320.95,145.58,Non-Halibut Fish,Herring,9.32,2991.25,0.00,970.54,1.481735075
Tongass,Gustavus_1987,Gustavus,1987,Nearshore,Herring Roe,0.69,655,451.95,205.00,Herring Roe,Herring,9.32,4212.17,0.00,1366.67,2.086524902
Tongass,Gustavus_1987,Gustavus,1987,Marine,King Crab,0.84,655,550.20,249.57,Offshore Crab,Crab,30.00,16505.45,0.02,1663.78,2.540117272
Tongass,Gustavus_1987,Gustavus,1987,Marine,Octopus,0.57,655,373.35,169.35,Marine Invertebrates,Octopus,32.38,12088.72,0.01,1128.99,1.723651006
Tongass,Gustavus_1987,Gustavus,1987,Freshwater_Anadromous,Pink Salmon,4.78,655,3130.90,1420.15,Salmon,Pacific Salmon,11.99,37539.49,0.04,9467.68,14.45447686
Tongass,Gustavus_1987,Gustavus,1987,Terrestrial,Plants/Greens,1.14,655,746.70,338.70,Plants/Greens,Spinach,14.40,10752.48,0.01,2257.98,3.447302012
Tongass,Gustavus_1987,Gustavus,1987,Marine,Rockfish,1.18,655,772.90,350.58,Non-Halibut Fish,Rockfish,8.79,6793.79,0.01,2337.21,3.568259977
Tongass,Gustavus_1987,Gustavus,1987,Nearshore,Sea Urchin,0.44,655,288.20,130.73,Nearshore Invertebrates,Scallop,11.19,3224.96,0.00,871.50,1.330537619
Tongass,Gustavus_1987,Gustavus,1987,Terrestrial,Seabirds and Loons,0.07,655,45.85,20.80,Birds/Eggs,Duck,16.00,733.60,0.00,138.65,0.211676439
Tongass,Gustavus_1987,Gustavus,1987,Nearshore,Seaweed/Kelp,0.90,655,589.50,267.39,Seaweed/Kelp,Seaweed,130.88,77153.76,0.08,1782.62,2.72155422
Tongass,Gustavus_1987,Gustavus,1987,Marine,Shrimp,0.16,655,104.80,47.54,Marine Invertebrates,Shrimp,7.99,837.35,0.00,316.91,0.483831861
Tongass,Gustavus_1987,Gustavus,1987,Freshwater_Anadromous,Sockeye Salmon,3.04,655,1991.20,903.19,Salmon,Pacific Salmon,11.99,23874.49,0.02,6021.29,9.192805365
Tongass,Gustavus_1987,Gustavus,1987,Marine,Tanner Crab,1.27,655,831.85,377.32,Offshore Crab,Crab,30.00,24954.67,0.02,2515.47,3.840415399
Tongass,Gustavus_1987,Gustavus,1987,Marine,Unknown Marine Invertebrates,0.39,655,255.45,115.87,Marine Invertebrates,Scallop,11.19,2858.49,0.00,772.47,1.179340162
Tongass,Gustavus_1987,Gustavus,1987,Marine,Unknown Non-Salmon Fish,0.12,655,78.60,35.65,Other Freshwater/Anadromous Fish,Pacific Cod,8.79,690.89,0.00,237.68,0.362873896
Tongass,Gustavus_1987,Gustavus,1987,Terrestrial,Upland Game Birds,0.27,655,176.85,80.22,Birds/Eggs,Duck,16.00,2829.60,0.00,534.79,0.816466266
Tongass,Haines_2012,Haines,2012,Freshwater_Anadromous,Arctic Char,0.10,1657,165.70,75.16,Char,Pacific Cod,8.79,1456.50,0.00,501.07,0.302394913
Tongass,Haines_2012,Haines,2012,Terrestrial,Beaver,0.10,1657,165.70,75.16,Small Land Mammals,Venison,25.00,4142.17,0.00,501.07,0.302394913
Tongass,Haines_2012,Haines,2012,Terrestrial,Berries,7.00,1657,11599.00,5261.22,Berries,Blueberries,8.96,103927.04,0.10,35074.79,21.16764393
Tongass,Haines_2012,Haines,2012,Terrestrial,Black Bear,1.30,1657,2154.10,977.08,Other Large Land Mammals,Bison,33.00,71080.99,0.07,6513.89,3.931133873
Tongass,Haines_2012,Haines,2012,Terrestrial,Caribou,2.10,1657,3479.70,1578.37,Other Large Land Mammals,Venison,25.00,86985.54,0.09,10522.44,6.35029318
Tongass,Haines_2012,Haines,2012,Freshwater_Anadromous,Chinook Salmon,6.70,1657,11101.90,5035.74,Salmon,Pacific Salmon,11.99,133111.78,0.13,33571.58,20.26045919
Tongass,Haines_2012,Haines,2012,Freshwater_Anadromous,Chum Salmon,3.20,1657,5302.40,2405.13,Salmon,Pacific Salmon,11.99,63575.78,0.06,16034.19,9.676637227
Tongass,Haines_2012,Haines,2012,Freshwater_Anadromous,Coho Salmon,3.30,1657,5468.10,2480.29,Salmon,Pacific Salmon,11.99,65562.52,0.07,16535.26,9.97903214
Tongass,Haines_2012,Haines,2012,Freshwater_Anadromous,Cutthroat Trout,0.40,1657,662.80,300.64,Trout,Pacific Salmon,11.99,7946.97,0.01,2004.27,1.209579653
Tongass,Haines_2012,Haines,2012,Terrestrial,Deer,7.50,1657,12427.50,5637.02,Deer,Venison,25.00,310662.65,0.31,37580.13,22.6796185
Tongass,Haines_2012,Haines,2012,Freshwater_Anadromous,Dolly Varden,3.50,1657,5799.50,2630.61,Char,Pacific Salmon,11.99,69536.01,0.07,17537.39,10.58382197
Tongass,Haines_2012,Haines,2012,Terrestrial,Duck,0.40,1657,662.80,300.64,Birds/Eggs,Duck,16.00,10604.80,0.01,2004.27,1.209579653
Tongass,Haines_2012,Haines,2012,Nearshore,Dungeness Crab,5.70,1657,9444.90,4284.13,Nearshore Crab,Crab,30.00,283337.56,0.28,28560.90,17.23651006
Tongass,Haines_2012,Haines,2012,Marine,Flounder,0.30,1657,497.10,225.48,Non-Halibut Fish,Halibut,27.99,13912.17,0.01,1503.21,0.90718474
Tongass,Haines_2012,Haines,2012,Marine,Gadiformes,0.20,1657,331.40,150.32,Non-Halibut Fish,Pacific Cod,8.79,2913.01,0.00,1002.14,0.604789827
Tongass,Haines_2012,Haines,2012,Terrestrial,Geese,0.10,1657,165.70,75.16,Birds/Eggs,Duck,16.00,2651.20,0.00,501.07,0.302394913
Tongass,Haines_2012,Haines,2012,Terrestrial,Goat,1.60,1657,2651.20,1202.56,Other Large Land Mammals,Venison,25.00,66274.70,0.07,8017.09,4.838318613
Tongass,Haines_2012,Haines,2012,Marine,Grayling,0.20,1657,331.40,150.32,Non-Halibut Fish,Pacific Cod,8.79,2913.01,0.00,1002.14,0.604789827
Tongass,Haines_2012,Haines,2012,Marine,Halibut,13.40,1657,22203.80,10071.47,Halibut,Halibut,27.99,621410.35,0.62,67143.16,40.52091839
Tongass,Haines_2012,Haines,2012,Marine,Herring,4.00,1657,6628.00,3006.41,Non-Halibut Fish,Herring,9.32,61772.96,0.06,20042.73,12.09579653
Tongass,Haines_2012,Haines,2012,Nearshore,Herring Roe,0.50,1657,828.50,375.80,Herring Roe,Herring,9.32,7721.62,0.01,2505.34,1.511974567
Tongass,Haines_2012,Haines,2012,Marine,King Crab,1.00,1657,1657.00,751.60,Offshore Crab,Crab,30.00,49708.34,0.05,5010.68,3.023949133
Tongass,Haines_2012,Haines,2012,Marine,Lingcod,0.40,1657,662.80,300.64,Non-Halibut Fish,Pacific Cod,8.79,5826.01,0.01,2004.27,1.209579653
Tongass,Haines_2012,Haines,2012,Terrestrial,Moose,15.50,1657,25683.50,11649.84,Other Large Land Mammals,Venison,25.00,642036.13,0.64,77665.60,46.87121157
Tongass,Haines_2012,Haines,2012,Nearshore,Mussel,0.10,1657,165.70,75.16,Mollusc,Scallop,11.19,1854.18,0.00,501.07,0.302394913
Tongass,Haines_2012,Haines,2012,Freshwater_Anadromous,Pink Salmon,3.10,1657,5136.70,2329.97,Salmon,Pacific Salmon,11.99,61589.03,0.06,15533.12,9.374242313
Tongass,Haines_2012,Haines,2012,Terrestrial,Plants/Greens,1.10,1657,1822.70,826.76,Plants/Greens,Spinach,14.40,26246.88,0.03,5511.75,3.326344047
Tongass,Haines_2012,Haines,2012,Freshwater_Anadromous,Rainbow Trout,1.00,1657,1657.00,751.60,Trout,Pacific Salmon,11.99,19867.43,0.02,5010.68,3.023949133
Tongass,Haines_2012,Haines,2012,Marine,Rockfish,0.50,1657,828.50,375.80,Non-Halibut Fish,Rockfish,8.79,7282.52,0.01,2505.34,1.511974567
Tongass,Haines_2012,Haines,2012,Marine,Sablefish (black cod),0.10,1657,165.70,75.16,Non-Halibut Fish,Pacific Cod,8.79,1456.50,0.00,501.07,0.302394913
Tongass,Haines_2012,Haines,2012,Nearshore,Seaweed/Kelp,1.50,1657,2485.50,1127.40,Seaweed/Kelp,Seaweed,130.88,325302.24,0.33,7516.03,4.5359237
Tongass,Haines_2012,Haines,2012,Marine,Shrimp,4.90,1657,8119.30,3682.85,Marine Invertebrates,Shrimp,7.99,64873.21,0.06,24552.35,14.81735075
Tongass,Haines_2012,Haines,2012,Freshwater_Anadromous,Smelt,13.00,1657,21541.00,9770.83,Other Freshwater/Anadromous Fish,Herring,9.32,200762.12,0.20,65138.89,39.31133873
Tongass,Haines_2012,Haines,2012,Freshwater_Anadromous,Sockeye Salmon,30.10,1657,49875.70,22623.24,Salmon,Pacific Salmon,11.99,598009.64,0.60,150821.58,91.02086891
Tongass,Haines_2012,Haines,2012,Marine,Tanner Crab,0.30,1657,497.10,225.48,Offshore Crab,Crab,30.00,14912.50,0.01,1503.21,0.90718474
Tongass,Haines_2012,Haines,2012,Freshwater_Anadromous,Unknown Salmon,0.20,1657,331.40,150.32,Salmon,Pacific Salmon,11.99,3973.49,0.00,1002.14,0.604789827
Tongass,Haines_2012,Haines,2012,Terrestrial,Upland Game Birds,0.20,1657,331.40,150.32,Birds/Eggs,Duck,16.00,5302.40,0.01,1002.14,0.604789827
Tongass,Hollis_1998,Hollis,1998,Nearshore,Abalone,0.21,65,13.65,6.19,Mollusc,Scallop,11.19,152.74,0.00,41.28,0.635029318
Tongass,Hollis_1998,Hollis,1998,Terrestrial,Berries,4.86,65,315.90,143.29,Berries,Blueberries,8.96,2830.46,0.00,955.27,14.69639279
Tongass,Hollis_1998,Hollis,1998,Terrestrial,Black Bear,0.48,65,31.20,14.15,Other Large Land Mammals,Bison,33.00,1029.54,0.00,94.35,1.451495584
Tongass,Hollis_1998,Hollis,1998,Freshwater_Anadromous,Brook Trout,0.35,65,22.75,10.32,Char,Pacific Salmon,11.99,272.77,0.00,68.79,1.058382197
Tongass,Hollis_1998,Hollis,1998,Freshwater_Anadromous,Chinook Salmon,3.39,65,220.35,99.95,Salmon,Pacific Salmon,11.99,2642.00,0.00,666.33,10.25118756
Tongass,Hollis_1998,Hollis,1998,Freshwater_Anadromous,Chum Salmon,4.84,65,314.60,142.70,Salmon,Pacific Salmon,11.99,3772.05,0.00,951.33,14.63591381
Tongass,Hollis_1998,Hollis,1998,Nearshore,Clam,1.95,65,126.75,57.49,Mollusc,Scallop,11.19,1418.33,0.00,383.29,5.89670081
Tongass,Hollis_1998,Hollis,1998,Nearshore,Cockle,0.39,65,25.35,11.50,Mollusc,Scallop,11.19,283.67,0.00,76.66,1.179340162
Tongass,Hollis_1998,Hollis,1998,Freshwater_Anadromous,Coho Salmon,18.49,65,1201.85,545.15,Salmon,Pacific Salmon,11.99,14410.18,0.01,3634.33,55.91281948
Tongass,Hollis_1998,Hollis,1998,Freshwater_Anadromous,Cutthroat Trout,0.48,65,31.20,14.15,Trout,Pacific Salmon,11.99,374.09,0.00,94.35,1.451495584
Tongass,Hollis_1998,Hollis,1998,Terrestrial,Dall Sheep,0.86,65,55.90,25.36,Other Large Land Mammals,Venison,25.00,1397.39,0.00,169.04,2.600596255
Tongass,Hollis_1998,Hollis,1998,Terrestrial,Deer,31.07,65,2019.55,916.05,Deer,Venison,25.00,50484.71,0.05,6107.02,93.95409957
Tongass,Hollis_1998,Hollis,1998,Freshwater_Anadromous,Dolly Varden,2.41,65,156.65,71.06,Char,Pacific Salmon,11.99,1878.23,0.00,473.70,7.287717411
Tongass,Hollis_1998,Hollis,1998,Terrestrial,Duck,0.18,65,11.70,5.31,Birds/Eggs,Duck,16.00,187.20,0.00,35.38,0.544310844
Tongass,Hollis_1998,Hollis,1998,Nearshore,Dungeness Crab,12.33,65,801.45,363.53,Nearshore Crab,Crab,30.00,24042.70,0.02,2423.54,37.28529281
Tongass,Hollis_1998,Hollis,1998,Marine,Flounder,0.02,65,1.30,0.59,Non-Halibut Fish,Halibut,27.99,36.38,0.00,3.93,0.060478983
Tongass,Hollis_1998,Hollis,1998,Marine,Gadiformes,0.79,65,51.35,23.29,Non-Halibut Fish,Pacific Cod,8.79,451.37,0.00,155.28,2.388919815
Tongass,Hollis_1998,Hollis,1998,Terrestrial,Goat,0.84,65,54.60,24.77,Other Large Land Mammals,Venison,25.00,1364.89,0.00,165.11,2.540117272
Tongass,Hollis_1998,Hollis,1998,Marine,Halibut,20.36,65,1323.40,600.28,Halibut,Halibut,27.99,37037.55,0.04,4001.89,61.56760435
Tongass,Hollis_1998,Hollis,1998,Nearshore,Herring Roe,0.58,65,37.70,17.10,Herring Roe,Herring,9.32,351.36,0.00,114.00,1.753890497
Tongass,Hollis_1998,Hollis,1998,Marine,Lingcod,1.46,65,94.90,43.05,Non-Halibut Fish,Pacific Cod,8.79,834.17,0.00,286.97,4.414965735
Tongass,Hollis_1998,Hollis,1998,Terrestrial,Moose,6.61,65,429.65,194.89,Other Large Land Mammals,Venison,25.00,10740.39,0.01,1299.24,19.98830377
Tongass,Hollis_1998,Hollis,1998,Marine,Octopus,0.85,65,55.25,25.06,Marine Invertebrates,Octopus,32.38,1788.94,0.00,167.07,2.570356763
Tongass,Hollis_1998,Hollis,1998,Freshwater_Anadromous,Pink Salmon,8.11,65,527.15,239.11,Salmon,Pacific Salmon,11.99,6320.53,0.01,1594.07,24.52422747
Tongass,Hollis_1998,Hollis,1998,Terrestrial,Plants/Greens,0.84,65,54.60,24.77,Plants/Greens,Spinach,14.40,786.24,0.00,165.11,2.540117272
Tongass,Hollis_1998,Hollis,1998,Freshwater_Anadromous,Rainbow Trout,0.30,65,19.50,8.85,Trout,Pacific Salmon,11.99,233.81,0.00,58.97,0.90718474
Tongass,Hollis_1998,Hollis,1998,Marine,Rock Greenling,0.04,65,2.60,1.18,Non-Halibut Fish,Pacific Cod,8.79,22.85,0.00,7.86,0.120957965
Tongass,Hollis_1998,Hollis,1998,Marine,Rockfish,3.47,65,225.55,102.31,Non-Halibut Fish,Rockfish,8.79,1982.58,0.00,682.05,10.49310349
Tongass,Hollis_1998,Hollis,1998,Marine,Sablefish (black cod),0.31,65,20.15,9.14,Non-Halibut Fish,Pacific Cod,8.79,177.12,0.00,60.93,0.937424231
Tongass,Hollis_1998,Hollis,1998,Marine,Scallop,0.15,65,9.75,4.42,Marine Invertebrates,Scallop,11.19,109.10,0.00,29.48,0.45359237
Tongass,Hollis_1998,Hollis,1998,Nearshore,Sea Cucumber,7.17,65,466.05,211.40,Nearshore Invertebrates,Scallop,11.19,5215.10,0.01,1409.31,21.68171529
Tongass,Hollis_1998,Hollis,1998,Marine,Shrimp,30.03,65,1951.95,885.39,Marine Invertebrates,Shrimp,7.99,15596.08,0.02,5902.60,90.80919247
Tongass,Hollis_1998,Hollis,1998,Freshwater_Anadromous,Sockeye Salmon,4.92,65,319.80,145.06,Salmon,Pacific Salmon,11.99,3834.40,0.00,967.06,14.87782974
Tongass,Hollis_1998,Hollis,1998,Marine,Tanner Crab,0.08,65,5.20,2.36,Offshore Crab,Crab,30.00,155.99,0.00,15.72,0.241915931
Tongass,Hollis_1998,Hollis,1998,Terrestrial,Upland Game Birds,0.04,65,2.60,1.18,Birds/Eggs,Duck,16.00,41.60,0.00,7.86,0.120957965
