Forest,Site_Year_Code,Community,Harvest_Survey_Year,Habitat,Lowest_Common_Taxon_Name,Percapita_Pounds_Harvested_sum,Community_Population_2020,est_total_lbs_2020,est_total_kgs_2020,Group,Food Category,Cost_per_lb,total_cost_est_2020,total_cost_est_2020_mil,servings,servigs_percapita
Tongass,Hyder_1987,Hyder,1987,Terrestrial,Moose,12.13,48,582.24,264.10,Other Large Land Mammals,Venison,25.00,14554.84,0.01,1760.66,36.68050299
Tongass,Hyder_1987,Hyder,1987,Marine,Octopus,0.39,48,18.72,8.49,Marine Invertebrates,Octopus,32.38,606.14,0.00,56.61,1.179340162
Tongass,Hyder_1987,Hyder,1987,Freshwater_Anadromous,Pink Salmon,6.91,48,331.68,150.45,Salmon,Pacific Salmon,11.99,3976.84,0.00,1002.98,20.89548851
Tongass,Hyder_1987,Hyder,1987,Marine,Rockfish,3.61,48,173.28,78.60,Non-Halibut Fish,Rockfish,8.79,1523.13,0.00,523.99,10.91645637
Tongass,Hyder_1987,Hyder,1987,Terrestrial,Seabirds and Loons,0.80,48,38.40,17.42,Birds/Eggs,Duck,16.00,614.40,0.00,116.12,2.419159307
Tongass,Hyder_1987,Hyder,1987,Marine,Seal,7.65,48,367.20,166.56,Marine Mammals,Halibut,27.99,10276.70,0.01,1110.39,23.13321087
Tongass,Hyder_1987,Hyder,1987,Nearshore,Seaweed/Kelp,0.18,48,8.64,3.92,Seaweed/Kelp,Seaweed,130.88,1130.80,0.00,26.13,0.544310844
Tongass,Hyder_1987,Hyder,1987,Marine,Shrimp,10.66,48,511.68,232.09,Marine Invertebrates,Shrimp,7.99,4088.32,0.00,1547.29,32.23529776
Tongass,Hyder_1987,Hyder,1987,Freshwater_Anadromous,Smelt,1.22,48,58.56,26.56,Other Freshwater/Anadromous Fish,Herring,9.32,545.78,0.00,177.08,3.689217943
Tongass,Hyder_1987,Hyder,1987,Freshwater_Anadromous,Sockeye Salmon,4.89,48,234.72,106.47,Salmon,Pacific Salmon,11.99,2814.29,0.00,709.78,14.78711126
Tongass,Hyder_1987,Hyder,1987,Marine,Tanner Crab,5.26,48,252.48,114.52,Offshore Crab,Crab,30.00,7574.15,0.01,763.49,15.90597244
Tongass,Hyder_1987,Hyder,1987,Marine,Unknown Marine Invertebrates,0.60,48,28.80,13.06,Marine Invertebrates,Scallop,11.19,322.27,0.00,87.09,1.81436948
Tongass,Hyder_1987,Hyder,1987,Terrestrial,Upland Game Birds,1.07,48,51.36,23.30,Birds/Eggs,Duck,16.00,821.76,0.00,155.31,3.235625573
Tongass,Kake_1996,Kake,1996,Terrestrial,Berries,5.83,543,3165.69,1435.93,Berries,Blueberries,8.96,28364.58,0.03,9572.89,17.62962345
Tongass,Kake_1996,Kake,1996,Terrestrial,Black Bear,0.53,543,287.79,130.54,Other Large Land Mammals,Bison,33.00,9496.49,0.01,870.26,1.602693041
Tongass,Kake_1996,Kake,1996,Freshwater_Anadromous,Brook Trout,0.02,543,10.86,4.93,Char,Pacific Salmon,11.99,130.21,0.00,32.84,0.060478983
Tongass,Kake_1996,Kake,1996,Freshwater_Anadromous,Chinook Salmon,5.67,543,3078.81,1396.52,Salmon,Pacific Salmon,11.99,36914.93,0.04,9310.16,17.14579159
Tongass,Kake_1996,Kake,1996,Nearshore,Chiton,4.90,543,2660.70,1206.87,Mollusc,Scallop,11.19,29773.23,0.03,8045.82,14.81735075
Tongass,Kake_1996,Kake,1996,Freshwater_Anadromous,Chum Salmon,3.44,543,1867.92,847.27,Salmon,Pacific Salmon,11.99,22396.36,0.02,5648.50,10.40238502
Tongass,Kake_1996,Kake,1996,Nearshore,Clam,10.08,543,5473.44,2482.71,Mollusc,Scallop,11.19,61247.79,0.06,16551.40,30.48140726
Tongass,Kake_1996,Kake,1996,Nearshore,Cockle,1.05,543,570.15,258.62,Mollusc,Scallop,11.19,6379.98,0.01,1724.10,3.17514659
Tongass,Kake_1996,Kake,1996,Freshwater_Anadromous,Coho Salmon,2.86,543,1552.98,704.42,Salmon,Pacific Salmon,11.99,18620.23,0.02,4696.13,8.648494521
Tongass,Kake_1996,Kake,1996,Freshwater_Anadromous,Cutthroat Trout,0.26,543,141.18,64.04,Trout,Pacific Salmon,11.99,1692.75,0.00,426.92,0.786226775
Tongass,Kake_1996,Kake,1996,Terrestrial,Deer,49.68,543,26976.24,12236.22,Deer,Venison,25.00,674352.05,0.67,81574.78,150.2297929
Tongass,Kake_1996,Kake,1996,Freshwater_Anadromous,Dolly Varden,1.62,543,879.66,399.01,Char,Pacific Salmon,11.99,10547.12,0.01,2660.05,4.898797596
Tongass,Kake_1996,Kake,1996,Terrestrial,Duck,0.05,543,27.15,12.32,Birds/Eggs,Duck,16.00,434.40,0.00,82.10,0.151197457
Tongass,Kake_1996,Kake,1996,Terrestrial,Duck Eggs,0.01,543,5.43,2.46,Birds/Eggs,Eggs,4.99,27.11,0.00,16.42,0.030239491
Tongass,Kake_1996,Kake,1996,Nearshore,Dungeness Crab,2.66,543,1444.38,655.16,Nearshore Crab,Crab,30.00,43329.96,0.04,4367.73,8.043704695
Tongass,Kake_1996,Kake,1996,Marine,Flounder,0.05,543,27.15,12.32,Non-Halibut Fish,Halibut,27.99,759.84,0.00,82.10,0.151197457
Tongass,Kake_1996,Kake,1996,Marine,Gadiformes,0.15,543,81.45,36.95,Non-Halibut Fish,Pacific Cod,8.79,715.95,0.00,246.30,0.45359237
Tongass,Kake_1996,Kake,1996,Marine,Halibut,34.18,543,18559.74,8418.56,Halibut,Halibut,27.99,519425.26,0.52,56123.71,103.3585814
Tongass,Kake_1996,Kake,1996,Marine,Herring,0.14,543,76.02,34.48,Non-Halibut Fish,Herring,9.32,708.51,0.00,229.88,0.423352879
Tongass,Kake_1996,Kake,1996,Nearshore,Herring Roe,2.49,543,1352.07,613.29,Herring Roe,Herring,9.32,12601.29,0.01,4088.59,7.529633342
Tongass,Kake_1996,Kake,1996,Marine,King Crab,0.79,543,428.97,194.58,Offshore Crab,Crab,30.00,12868.67,0.01,1297.18,2.388919815
Tongass,Kake_1996,Kake,1996,Marine,Lingcod,0.69,543,374.67,169.95,Non-Halibut Fish,Pacific Cod,8.79,3293.35,0.00,1132.98,2.086524902
Tongass,Kake_1996,Kake,1996,Terrestrial,Moose,1.83,543,993.69,450.73,Other Large Land Mammals,Venison,25.00,24840.26,0.02,3004.87,5.533826914
Tongass,Kake_1996,Kake,1996,Marine,Octopus,0.15,543,81.45,36.95,Marine Invertebrates,Octopus,32.38,2637.27,0.00,246.30,0.45359237
Tongass,Kake_1996,Kake,1996,Freshwater_Anadromous,Pink Salmon,0.54,543,293.22,133.00,Salmon,Pacific Salmon,11.99,3515.71,0.00,886.68,1.632932532
Tongass,Kake_1996,Kake,1996,Terrestrial,Plants/Greens,0.42,543,228.06,103.45,Plants/Greens,Spinach,14.40,3284.06,0.00,689.64,1.270058636
Tongass,Kake_1996,Kake,1996,Freshwater_Anadromous,Rainbow Trout,0.33,543,179.19,81.28,Trout,Pacific Salmon,11.99,2148.49,0.00,541.86,0.997903214
Tongass,Kake_1996,Kake,1996,Marine,Rockfish,0.83,543,450.69,204.43,Non-Halibut Fish,Rockfish,8.79,3961.57,0.00,1362.86,2.509877781
Tongass,Kake_1996,Kake,1996,Marine,Sablefish (black cod),0.71,543,385.53,174.87,Non-Halibut Fish,Pacific Cod,8.79,3388.81,0.00,1165.82,2.147003885
Tongass,Kake_1996,Kake,1996,Nearshore,Sea Cucumber,0.04,543,21.72,9.85,Nearshore Invertebrates,Scallop,11.19,243.05,0.00,65.68,0.120957965
Tongass,Kake_1996,Kake,1996,Marine,Seal,10.32,543,5603.76,2541.82,Marine Mammals,Halibut,27.99,156830.56,0.16,16945.49,31.20715506
Tongass,Kake_1996,Kake,1996,Nearshore,Seaweed/Kelp,2.63,543,1428.09,647.77,Seaweed/Kelp,Seaweed,130.88,186908.42,0.19,4318.47,7.952986221
Tongass,Kake_1996,Kake,1996,Marine,Shark,0.16,543,86.88,39.41,Non-Halibut Fish,Halibut,27.99,2431.48,0.00,262.72,0.483831861
Tongass,Kake_1996,Kake,1996,Marine,Shrimp,2.08,543,1129.44,512.31,Marine Invertebrates,Shrimp,7.99,9024.23,0.01,3415.37,6.289814197
Tongass,Kake_1996,Kake,1996,Freshwater_Anadromous,Sockeye Salmon,31.10,543,16887.30,7659.95,Salmon,Pacific Salmon,11.99,202478.73,0.20,51066.34,94.04481805
Tongass,Kake_1996,Kake,1996,Marine,Squid,0.04,543,21.72,9.85,Marine Invertebrates,Shrimp,7.99,173.54,0.00,65.68,0.120957965
Tongass,Kake_1996,Kake,1996,Marine,Tanner Crab,0.14,543,76.02,34.48,Offshore Crab,Crab,30.00,2280.52,0.00,229.88,0.423352879
Tongass,Kake_1996,Kake,1996,Freshwater_Anadromous,Unknown Salmon,0.03,543,16.29,7.39,Salmon,Pacific Salmon,11.99,195.32,0.00,49.26,0.090718474
Tongass,Kake_1996,Kake,1996,Terrestrial,Upland Game Birds,0.60,543,325.80,147.78,Birds/Eggs,Duck,16.00,5212.80,0.01,985.20,1.81436948
Tongass,Kasaan_1998,Kasaan,1998,Nearshore,Abalone,0.12,30,3.60,1.63,Mollusc,Scallop,11.19,40.28,0.00,10.89,0.362873896
Tongass,Kasaan_1998,Kasaan,1998,Terrestrial,Berries,15.31,30,459.30,208.33,Berries,Blueberries,8.96,4115.33,0.00,1388.90,46.29666123
Tongass,Kasaan_1998,Kasaan,1998,Terrestrial,Black Bear,1.71,30,51.30,23.27,Other Large Land Mammals,Bison,33.00,1692.80,0.00,155.13,5.170953018
Tongass,Kasaan_1998,Kasaan,1998,Freshwater_Anadromous,Chinook Salmon,3.40,30,102.00,46.27,Salmon,Pacific Salmon,11.99,1222.98,0.00,308.44,10.28142705
Tongass,Kasaan_1998,Kasaan,1998,Nearshore,Chiton,4.01,30,120.30,54.57,Mollusc,Scallop,11.19,1346.16,0.00,363.78,12.12603602
Tongass,Kasaan_1998,Kasaan,1998,Nearshore,Clam,11.43,30,342.90,155.54,Mollusc,Scallop,11.19,3837.05,0.00,1036.91,34.56373859
Tongass,Kasaan_1998,Kasaan,1998,Nearshore,Cockle,3.48,30,104.40,47.36,Mollusc,Scallop,11.19,1168.24,0.00,315.70,10.52334298
Tongass,Kasaan_1998,Kasaan,1998,Freshwater_Anadromous,Coho Salmon,11.84,30,355.20,161.12,Salmon,Pacific Salmon,11.99,4258.85,0.00,1074.11,35.80355774
Tongass,Kasaan_1998,Kasaan,1998,Freshwater_Anadromous,Cutthroat Trout,0.40,30,12.00,5.44,Trout,Pacific Salmon,11.99,143.88,0.00,36.29,1.209579653
Tongass,Kasaan_1998,Kasaan,1998,Terrestrial,Deer,68.24,30,2047.20,928.59,Deer,Venison,25.00,51175.91,0.05,6190.63,206.3542889
Tongass,Kasaan_1998,Kasaan,1998,Freshwater_Anadromous,Dolly Varden,3.10,30,93.00,42.18,Char,Pacific Salmon,11.99,1115.07,0.00,281.23,9.374242313
Tongass,Kasaan_1998,Kasaan,1998,Nearshore,Dungeness Crab,22.83,30,684.90,310.67,Nearshore Crab,Crab,30.00,20546.32,0.02,2071.10,69.03675871
Tongass,Kasaan_1998,Kasaan,1998,Marine,Flounder,0.18,30,5.40,2.45,Non-Halibut Fish,Halibut,27.99,151.13,0.00,16.33,0.544310844
Tongass,Kasaan_1998,Kasaan,1998,Marine,Gadiformes,0.01,30,0.30,0.14,Non-Halibut Fish,Pacific Cod,8.79,2.64,0.00,0.91,0.030239491
Tongass,Kasaan_1998,Kasaan,1998,Marine,Halibut,165.91,30,4977.30,2257.67,Halibut,Halibut,27.99,139298.04,0.14,15051.10,501.7034007
Tongass,Kasaan_1998,Kasaan,1998,Nearshore,Herring Roe,8.23,30,246.90,111.99,Herring Roe,Herring,9.32,2301.11,0.00,746.61,24.88710137
Tongass,Kasaan_1998,Kasaan,1998,Marine,King Crab,0.32,30,9.60,4.35,Offshore Crab,Crab,30.00,287.99,0.00,29.03,0.967663723
Tongass,Kasaan_1998,Kasaan,1998,Marine,Lingcod,1.67,30,50.10,22.72,Non-Halibut Fish,Pacific Cod,8.79,440.38,0.00,151.50,5.049995053
Tongass,Kasaan_1998,Kasaan,1998,Marine,Octopus,4.14,30,124.20,56.34,Marine Invertebrates,Octopus,32.38,4021.48,0.00,375.57,12.51914941
Tongass,Kasaan_1998,Kasaan,1998,Freshwater_Anadromous,Pink Salmon,0.32,30,9.60,4.35,Salmon,Pacific Salmon,11.99,115.10,0.00,29.03,0.967663723
Tongass,Kasaan_1998,Kasaan,1998,Terrestrial,Plants/Greens,2.11,30,63.30,28.71,Plants/Greens,Spinach,14.40,911.52,0.00,191.42,6.380532671
Tongass,Kasaan_1998,Kasaan,1998,Freshwater_Anadromous,Rainbow Trout,0.50,30,15.00,6.80,Trout,Pacific Salmon,11.99,179.85,0.00,45.36,1.511974567
Tongass,Kasaan_1998,Kasaan,1998,Marine,Rockfish,3.50,30,105.00,47.63,Non-Halibut Fish,Rockfish,8.79,922.95,0.00,317.51,10.58382197
Tongass,Kasaan_1998,Kasaan,1998,Nearshore,Sea Cucumber,1.41,30,42.30,19.19,Nearshore Invertebrates,Scallop,11.19,473.34,0.00,127.91,4.263768278
Tongass,Kasaan_1998,Kasaan,1998,Marine,Seal,24.71,30,741.30,336.25,Marine Mammals,Halibut,27.99,20746.52,0.02,2241.65,74.72178308
Tongass,Kasaan_1998,Kasaan,1998,Nearshore,Seaweed/Kelp,1.78,30,53.40,24.22,Seaweed/Kelp,Seaweed,130.88,6988.99,0.01,161.48,5.382629457
Tongass,Kasaan_1998,Kasaan,1998,Marine,Shrimp,13.41,30,402.30,182.48,Marine Invertebrates,Shrimp,7.99,3214.38,0.00,1216.53,40.55115788
Tongass,Kasaan_1998,Kasaan,1998,Freshwater_Anadromous,Sockeye Salmon,77.86,30,2335.80,1059.50,Salmon,Pacific Salmon,11.99,28006.24,0.03,7063.34,235.4446795
Tongass,Kasaan_1998,Kasaan,1998,Terrestrial,Upland Game Birds,0.06,30,1.80,0.82,Birds/Eggs,Duck,16.00,28.80,0.00,5.44,0.181436948
Tongass,Klawock_1997,Klawock,1997,Nearshore,Abalone,0.17,720,122.40,55.52,Mollusc,Scallop,11.19,1369.66,0.00,370.13,0.514071353
Tongass,Klawock_1997,Klawock,1997,Terrestrial,Berries,13.60,720,9792.00,4441.58,Berries,Blueberries,8.96,87736.32,0.09,29610.51,41.12570821
Tongass,Klawock_1997,Klawock,1997,Terrestrial,Black Bear,0.59,720,424.80,192.69,Other Large Land Mammals,Bison,33.00,14017.55,0.01,1284.57,1.784129989
Tongass,Klawock_1997,Klawock,1997,Terrestrial,Caribou,1.32,720,950.40,431.09,Other Large Land Mammals,Venison,25.00,23758.10,0.02,2873.96,3.991612856
Tongass,Klawock_1997,Klawock,1997,Freshwater_Anadromous,Chinook Salmon,26.73,720,19245.60,8729.66,Salmon,Pacific Salmon,11.99,230754.74,0.23,58197.72,80.83016033
Tongass,Klawock_1997,Klawock,1997,Nearshore,Chiton,3.20,720,2304.00,1045.08,Mollusc,Scallop,11.19,25781.76,0.03,6967.18,9.676637227
Tongass,Klawock_1997,Klawock,1997,Freshwater_Anadromous,Chum Salmon,13.98,720,10065.60,4565.68,Salmon,Pacific Salmon,11.99,120686.54,0.12,30437.86,42.27480888
Tongass,Klawock_1997,Klawock,1997,Nearshore,Clam,9.48,720,6825.60,3096.04,Mollusc,Scallop,11.19,76378.46,0.08,20640.27,28.66703778
Tongass,Klawock_1997,Klawock,1997,Nearshore,Cockle,1.33,720,957.60,434.36,Mollusc,Scallop,11.19,10715.54,0.01,2895.73,4.021852347
Tongass,Klawock_1997,Klawock,1997,Freshwater_Anadromous,Coho Salmon,18.65,720,13428.00,6090.84,Salmon,Pacific Salmon,11.99,161001.72,0.16,40605.59,56.39665134
Tongass,Klawock_1997,Klawock,1997,Freshwater_Anadromous,Cutthroat Trout,0.77,720,554.40,251.47,Trout,Pacific Salmon,11.99,6647.26,0.01,1676.48,2.328440833
Tongass,Klawock_1997,Klawock,1997,Terrestrial,Deer,47.57,720,34250.40,15535.72,Deer,Venison,25.00,856191.50,0.86,103571.47,143.8492603
Tongass,Klawock_1997,Klawock,1997,Freshwater_Anadromous,Dolly Varden,3.72,720,2678.40,1214.90,Char,Pacific Salmon,11.99,32114.02,0.03,8099.35,11.24909078
Tongass,Klawock_1997,Klawock,1997,Terrestrial,Duck,0.39,720,280.80,127.37,Birds/Eggs,Duck,16.00,4492.80,0.00,849.12,1.179340162
Tongass,Klawock_1997,Klawock,1997,Nearshore,Dungeness Crab,6.08,720,4377.60,1985.65,Nearshore Crab,Crab,30.00,131323.62,0.13,13237.64,18.38561073
Tongass,Klawock_1997,Klawock,1997,Marine,Flounder,0.05,720,36.00,16.33,Non-Halibut Fish,Halibut,27.99,1007.52,0.00,108.86,0.151197457
Tongass,Klawock_1997,Klawock,1997,Marine,Gadiformes,0.58,720,417.60,189.42,Non-Halibut Fish,Pacific Cod,8.79,3670.70,0.00,1262.80,1.753890497
Tongass,Klawock_1997,Klawock,1997,Terrestrial,Geese,0.29,720,208.80,94.71,Birds/Eggs,Duck,16.00,3340.80,0.00,631.40,0.876945249
Tongass,Klawock_1997,Klawock,1997,Marine,Halibut,41.83,720,30117.60,13661.11,Halibut,Halibut,27.99,842891.23,0.84,91074.09,126.4917922
Tongass,Klawock_1997,Klawock,1997,Marine,Herring,2.94,720,2116.80,960.16,Non-Halibut Fish,Herring,9.32,19728.58,0.02,6401.10,8.890410452
Tongass,Klawock_1997,Klawock,1997,Nearshore,Herring Roe,12.72,720,9158.40,4154.18,Herring Roe,Herring,9.32,85356.29,0.09,27694.54,38.46463298
Tongass,Klawock_1997,Klawock,1997,Marine,King Crab,2.16,720,1555.20,705.43,Offshore Crab,Crab,30.00,46654.44,0.05,4702.85,6.531730128
Tongass,Klawock_1997,Klawock,1997,Marine,Lingcod,2.94,720,2116.80,960.16,Non-Halibut Fish,Pacific Cod,8.79,18606.67,0.02,6401.10,8.890410452
Tongass,Klawock_1997,Klawock,1997,Terrestrial,Moose,4.05,720,2916.00,1322.68,Other Large Land Mammals,Venison,25.00,72894.17,0.07,8817.84,12.24699399
Tongass,Klawock_1997,Klawock,1997,Nearshore,Mussel,0.01,720,7.20,3.27,Mollusc,Scallop,11.19,80.57,0.00,21.77,0.030239491
Tongass,Klawock_1997,Klawock,1997,Marine,Octopus,1.34,720,964.80,437.63,Marine Invertebrates,Octopus,32.38,31239.31,0.03,2917.51,4.052091839
Tongass,Klawock_1997,Klawock,1997,Freshwater_Anadromous,Pink Salmon,3.74,720,2692.80,1221.43,Salmon,Pacific Salmon,11.99,32286.67,0.03,8142.89,11.30956976
Tongass,Klawock_1997,Klawock,1997,Terrestrial,Plants/Greens,4.89,720,3520.80,1597.01,Plants/Greens,Spinach,14.40,50699.52,0.05,10646.72,14.78711126
Tongass,Klawock_1997,Klawock,1997,Freshwater_Anadromous,Rainbow Trout,2.69,720,1936.80,878.52,Trout,Pacific Salmon,11.99,23222.23,0.02,5856.78,8.134423169
Tongass,Klawock_1997,Klawock,1997,Marine,Rock Greenling,0.05,720,36.00,16.33,Non-Halibut Fish,Pacific Cod,8.79,316.44,0.00,108.86,0.151197457
Tongass,Klawock_1997,Klawock,1997,Marine,Rockfish,9.45,720,6804.00,3086.24,Non-Halibut Fish,Rockfish,8.79,59807.16,0.06,20574.95,28.57631931
Tongass,Klawock_1997,Klawock,1997,Marine,Sablefish (black cod),0.10,720,72.00,32.66,Non-Halibut Fish,Pacific Cod,8.79,632.88,0.00,217.72,0.302394913
Tongass,Klawock_1997,Klawock,1997,Marine,Scallop,0.49,720,352.80,160.03,Marine Invertebrates,Scallop,11.19,3947.83,0.00,1066.85,1.481735075
Tongass,Klawock_1997,Klawock,1997,Nearshore,Sea Cucumber,7.61,720,5479.20,2485.32,Nearshore Invertebrates,Scallop,11.19,61312.25,0.06,16568.82,23.0122529
Tongass,Klawock_1997,Klawock,1997,Nearshore,Sea Urchin,0.34,720,244.80,111.04,Nearshore Invertebrates,Scallop,11.19,2739.31,0.00,740.26,1.028142705
Tongass,Klawock_1997,Klawock,1997,Terrestrial,Seabirds and Loon Eggs,0.37,720,266.40,120.84,Birds/Eggs,Eggs,4.99,1330.22,0.00,805.58,1.118861179
Tongass,Klawock_1997,Klawock,1997,Marine,Seal,21.35,720,15372.00,6972.62,Marine Mammals,Halibut,27.99,430211.04,0.43,46484.15,64.561314
Tongass,Klawock_1997,Klawock,1997,Nearshore,Seaweed/Kelp,5.76,720,4147.20,1881.14,Seaweed/Kelp,Seaweed,130.88,542785.54,0.54,12540.92,17.41794701
Tongass,Klawock_1997,Klawock,1997,Marine,Shrimp,4.92,720,3542.40,1606.81,Marine Invertebrates,Shrimp,7.99,28303.78,0.03,10712.04,14.87782974
Tongass,Klawock_1997,Klawock,1997,Freshwater_Anadromous,Smelt,0.08,720,57.60,26.13,Other Freshwater/Anadromous Fish,Herring,9.32,536.83,0.00,174.18,0.241915931
Tongass,Klawock_1997,Klawock,1997,Freshwater_Anadromous,Sockeye Salmon,41.78,720,30081.60,13644.78,Salmon,Pacific Salmon,11.99,360678.38,0.36,90965.23,126.3405948
Tongass,Klawock_1997,Klawock,1997,Marine,Tanner Crab,0.11,720,79.20,35.92,Offshore Crab,Crab,30.00,2375.92,0.00,239.50,0.332634405
Tongass,Klawock_1997,Klawock,1997,Marine,Unknown Crab,0.06,720,43.20,19.60,Offshore Crab,Crab,30.00,1295.96,0.00,130.63,0.181436948
Tongass,Klawock_1997,Klawock,1997,Terrestrial,Upland Game Birds,0.06,720,43.20,19.60,Birds/Eggs,Duck,16.00,691.20,0.00,130.63,0.181436948
Tongass,Klukwan_2014,Klukwan,2014,Terrestrial,Berries,11.68,87,1015.91,460.81,Berries,Blueberries,8.96,9102.52,0.01,3072.05,35.31090653
Tongass,Klukwan_2014,Klukwan,2014,Terrestrial,Black Bear,2.42,87,210.25,95.37,Other Large Land Mammals,Bison,33.00,6937.83,0.01,635.79,7.307877173
Tongass,Klukwan_2014,Klukwan,2014,Freshwater_Anadromous,Chinook Salmon,8.35,87,726.36,329.47,Salmon,Pacific Salmon,11.99,8709.09,0.01,2196.48,25.24695131
Tongass,Klukwan_2014,Klukwan,2014,Freshwater_Anadromous,Chum Salmon,3.93,87,341.75,155.02,Salmon,Pacific Salmon,11.99,4097.59,0.00,1033.44,11.87857599
Tongass,Klukwan_2014,Klukwan,2014,Freshwater_Anadromous,Coho Salmon,36.02,87,3133.63,1421.39,Salmon,Pacific Salmon,11.99,37572.24,0.04,9475.94,108.9188678
Tongass,Klukwan_2014,Klukwan,2014,Terrestrial,Deer,5.00,87,435.00,197.31,Deer,Venison,25.00,10874.13,0.01,1315.42,15.11974567
Tongass,Klukwan_2014,Klukwan,2014,Freshwater_Anadromous,Dolly Varden,0.75,87,65.25,29.60,Char,Pacific Salmon,11.99,782.35,0.00,197.31,2.26796185
Tongass,Klukwan_2014,Klukwan,2014,Terrestrial,Duck,0.16,87,13.59,6.17,Birds/Eggs,Duck,16.00,217.50,0.00,41.11,0.472492073
Tongass,Klukwan_2014,Klukwan,2014,Nearshore,Dungeness Crab,3.47,87,301.46,136.74,Nearshore Crab,Crab,30.00,9043.35,0.01,911.58,10.47798375
Tongass,Klukwan_2014,Klukwan,2014,Terrestrial,Goat,2.13,87,184.88,83.86,Other Large Land Mammals,Venison,25.00,4621.51,0.00,559.05,6.425891908
Tongass,Klukwan_2014,Klukwan,2014,Marine,Halibut,6.38,87,554.63,251.57,Halibut,Halibut,27.99,15522.11,0.02,1677.16,19.27767573
Tongass,Klukwan_2014,Klukwan,2014,Marine,King Crab,0.56,87,48.76,22.12,Offshore Crab,Crab,30.00,1462.64,0.00,147.44,1.694671413
Tongass,Klukwan_2014,Klukwan,2014,Terrestrial,Moose,16.67,87,1450.00,657.71,Other Large Land Mammals,Venison,25.00,36247.10,0.04,4384.73,50.39915021
Tongass,Klukwan_2014,Klukwan,2014,Freshwater_Anadromous,Pink Salmon,0.53,87,46.31,21.01,Salmon,Pacific Salmon,11.99,555.25,0.00,140.04,1.609622874
Tongass,Klukwan_2014,Klukwan,2014,Terrestrial,Plants/Greens,0.41,87,35.80,16.24,Plants/Greens,Spinach,14.40,515.48,0.00,108.25,1.244229083
Tongass,Klukwan_2014,Klukwan,2014,Freshwater_Anadromous,Rainbow Trout,0.21,87,18.12,8.22,Trout,Pacific Salmon,11.99,217.32,0.00,54.81,0.629989393
Tongass,Klukwan_2014,Klukwan,2014,Marine,Rockfish,0.06,87,5.44,2.47,Non-Halibut Fish,Rockfish,8.79,47.80,0.00,16.44,0.188996821
Tongass,Klukwan_2014,Klukwan,2014,Marine,Sculpin,0.02,87,1.81,0.82,Non-Halibut Fish,Rockfish,8.79,15.93,0.00,5.48,0.062998942
Tongass,Klukwan_2014,Klukwan,2014,Marine,Seal,3.50,87,304.50,138.12,Marine Mammals,Halibut,27.99,8521.94,0.01,920.79,10.58382197
Tongass,Klukwan_2014,Klukwan,2014,Nearshore,Seaweed/Kelp,4.27,87,371.17,168.36,Seaweed/Kelp,Seaweed,130.88,48578.53,0.05,1122.39,12.90108719
Tongass,Klukwan_2014,Klukwan,2014,Marine,Shrimp,0.88,87,76.13,34.53,Marine Invertebrates,Shrimp,7.99,608.24,0.00,230.20,2.645955492
Tongass,Klukwan_2014,Klukwan,2014,Freshwater_Anadromous,Smelt,93.28,87,8115.02,3680.91,Other Freshwater/Anadromous Fish,Herring,9.32,75631.94,0.08,24539.39,282.0620003
Tongass,Klukwan_2014,Klukwan,2014,Freshwater_Anadromous,Sockeye Salmon,250.28,87,21774.12,9876.58,Salmon,Pacific Salmon,11.99,261071.71,0.26,65843.83,756.8256732
Tongass,Klukwan_2014,Klukwan,2014,Marine,Tanner Crab,0.08,87,7.25,3.29,Offshore Crab,Crab,30.00,217.49,0.00,21.92,0.251995769
Tongass,Klukwan_2014,Klukwan,2014,Terrestrial,Upland Game Birds,0.58,87,50.03,22.69,Birds/Eggs,Duck,16.00,800.40,0.00,151.27,1.738770752
Tongass,Metlakatla_1987,Metlakatla,1987,Nearshore,Abalone,1.80,1454,2617.20,1187.14,Mollusc,Scallop,11.19,29286.47,0.03,7914.28,5.44310844
Tongass,Metlakatla_1987,Metlakatla,1987,Terrestrial,Berries,1.79,1454,2602.66,1180.55,Berries,Blueberries,8.96,23319.83,0.02,7870.31,5.412868949
Tongass,Metlakatla_1987,Metlakatla,1987,Terrestrial,Black Bear,0.04,1454,58.16,26.38,Other Large Land Mammals,Bison,33.00,1919.16,0.00,175.87,0.120957965
Tongass,Metlakatla_1987,Metlakatla,1987,Freshwater_Anadromous,Chinook Salmon,7.57,1454,11006.78,4992.59,Salmon,Pacific Salmon,11.99,131971.29,0.13,33283.94,22.89129494
Tongass,Metlakatla_1987,Metlakatla,1987,Nearshore,Chiton,1.36,1454,1977.44,896.95,Mollusc,Scallop,11.19,22127.55,0.02,5979.68,4.112570821
Tongass,Metlakatla_1987,Metlakatla,1987,Freshwater_Anadromous,Chum Salmon,2.43,1454,3533.22,1602.64,Salmon,Pacific Salmon,11.99,42363.31,0.04,10684.28,7.348196394
Tongass,Metlakatla_1987,Metlakatla,1987,Nearshore,Clam,4.88,1454,7095.52,3218.47,Mollusc,Scallop,11.19,79398.87,0.08,21456.49,14.75687177
Tongass,Metlakatla_1987,Metlakatla,1987,Freshwater_Anadromous,Coho Salmon,6.23,1454,9058.42,4108.83,Salmon,Pacific Salmon,11.99,108610.46,0.11,27392.20,18.8392031
Tongass,Metlakatla_1987,Metlakatla,1987,Terrestrial,Deer,10.65,1454,15485.10,7023.92,Deer,Venison,25.00,387096.53,0.39,46826.15,32.20505827
